id	latin_name	phenological_event	start_month	start_day	end_month	end_day	practice	detail
2268	Cydonia oblonga		11	1	11	28	harvest seeds	
2269	Diospyros kaki		11	1	11	28	harvest seeds	
2271	Mespilus germanica		11	1	11	28	harvest seeds	
2272	Quercus muehlenbergii		11	1	11	28	harvest seeds	
2273	Quercus myrsinaefolia		11	1	11	28	harvest seeds	
2274	Sapindus drummondii		11	1	11	28	harvest seeds	
2275	Sapindus marginatus		11	1	11	28	harvest seeds	
2276	Sapium sebiferum		11	1	11	28	harvest seeds	
2277	Sophora japonica		11	1	11	28	harvest seeds	
2278	Tagetes minuta		11	1	11	28	harvest seeds	
2279	Zanthoxylum schinifolium		11	1	11	28	harvest seeds	
2280	Abies amabilis		10	1	10	28	harvest seeds	
2281	Abies cephalonica		10	1	10	28	harvest seeds	
2282	Abies homolepis		10	1	10	28	harvest seeds	
2283	Abies magnifica		10	1	10	28	harvest seeds	
2284	Abies mariesii		10	1	10	28	harvest seeds	
2285	Abies nordmanniana		10	1	10	28	harvest seeds	
2286	Acer argutum		10	1	10	28	harvest seeds	
2287	Acer carpinifolium		10	1	10	28	harvest seeds	
2288	Acer crataegifolium		10	1	10	28	harvest seeds	
2289	Acer distylum		10	1	10	28	harvest seeds	
2290	Acer macrophyllum		10	1	10	28	harvest seeds	harvested 'green' (when it has fully developed but before it has dried and produced any germination inhibitors) and sown immediately. It should germinate in late winter.
2291	Acer saccharum nigrum		10	1	10	28	harvest seeds	
2292	Actinidia arguta		10	1	10	28	harvest seeds	
2293	Adenophora stricta		10	1	10	28	harvest seeds	
2294	Adenophora triphylla		10	1	10	28	harvest seeds	
2295	Aesculus glabra		10	1	10	28	harvest seeds	
2296	Aesculus indica		10	1	10	28	harvest seeds	
2297	Alnus rugosa		10	1	10	28	harvest seeds	
2298	Alnus tenuifolia		10	1	10	28	harvest seeds	
2299	Ampelopsis humulifolia		10	1	10	28	harvest seeds	
2300	Aralia chinensis		10	1	10	28	harvest seeds	
2301	Arbutus menziesii		10	1	11	28	harvest seeds	
2302	Arundo donax		10	1	10	28	harvest seeds	
2303	Asimina triloba		10	1	10	28	harvest seeds	
2304	Aster amellus		10	1	10	28	harvest seeds	
2305	Bassia scoparia		10	1	10	28	harvest seeds	
2306	Berchemia racemosa		10	1	10	28	harvest seeds	
2307	Betula alleghaniensis		10	1	10	28	harvest seeds	
2308	Betula lenta		10	1	10	28	harvest seeds	
2309	Betula papyrifera		10	1	10	28	harvest seeds	
2310	Betula utilis		10	1	10	28	harvest seeds	
2311	Bidens bipinnata		10	1	10	28	harvest seeds	
2312	Bidens parviflora		10	1	10	28	harvest seeds	
2313	Bomarea edulis		10	1	10	28	harvest seeds	
2314	Bumelia lanuginosa		10	1	10	28	harvest seeds	
2315	Bumelia tenax		10	1	10	28	harvest seeds	
2316	Callicarpa japonica		10	1	10	28	harvest seeds	
2317	Camellia biflora		10	1	10	28	harvest seeds	
2318	Camellia chekiangoleosa		10	1	10	28	harvest seeds	
2319	Camellia gracilis		10	1	10	28	harvest seeds	
2320	Camellia japonica		10	1	10	28	harvest seeds	
2321	Camellia pitardii		10	1	10	28	harvest seeds	
2322	Camellia polyodonta		10	1	10	28	harvest seeds	
2323	Camellia reticulata		10	1	10	28	harvest seeds	
2324	Canna edulis		10	1	10	28	harvest seeds	
2325	Canna glauca		10	1	10	28	harvest seeds	
2326	Canna indica		10	1	10	28	harvest seeds	
2327	Carya cordiformis		10	1	10	28	harvest seeds	
2328	Carya glabra		10	1	10	28	harvest seeds	
2329	Carya illinoinensis		10	1	10	28	harvest seeds	
2330	Carya tomentosa		10	1	10	28	harvest seeds	
2331	Castanea alnifolia		10	1	10	28	harvest seeds	
2332	Castanea crenata		10	1	10	28	harvest seeds	
2333	Castanea dentata		10	1	10	28	harvest seeds	
2334	Castanea henryi		10	1	10	28	harvest seeds	
2335	Castanea mollissima		10	1	10	28	harvest seeds	
2336	Castanea ozarkensis		10	1	10	28	harvest seeds	
2337	Castanea pumila		10	1	10	28	harvest seeds	
2338	Castanea pumila ashei		10	1	10	28	harvest seeds	
2339	Castanea sativa		10	1	10	28	harvest seeds	
2340	Castanea seguinii		10	1	10	28	harvest seeds	
2341	Castanea species		10	1	10	28	harvest seeds	
2342	Castanea x neglecta		10	1	10	28	harvest seeds	
2343	Catalpa ovata		10	1	10	28	harvest seeds	
2344	Catalpa speciosa		10	1	10	28	harvest seeds	
2345	Celastrus flagellaris		10	1	10	28	harvest seeds	
2346	Celastrus scandens		10	1	10	28	harvest seeds	
2347	Celtis australis		10	1	10	28	harvest seeds	
2348	Celtis bungeana		10	1	10	28	harvest seeds	
2349	Celtis caucasica		10	1	10	28	harvest seeds	
2350	Celtis jessoensis		10	1	10	28	harvest seeds	
2351	Celtis koraiensis		10	1	10	28	harvest seeds	
2352	Celtis laevigata		10	1	10	28	harvest seeds	
2353	Celtis lindheimeri		10	1	10	28	harvest seeds	
2354	Celtis occidentalis		10	1	10	28	harvest seeds	
2355	Celtis pallida		10	1	10	28	harvest seeds	
2356	Celtis reticulata		10	1	10	28	harvest seeds	
2357	Celtis sinensis		10	1	10	28	harvest seeds	
2358	Celtis tenuifolia		10	1	10	28	harvest seeds	
2359	Celtis tetrandra		10	1	10	28	harvest seeds	
2360	Celtis tournefortii		10	1	10	28	harvest seeds	
2361	Cephalanthus occidentalis		10	1	10	28	harvest seeds	
2362	Cercis canadensis		10	1	10	28	harvest seeds	
2363	Chaenomeles cathayensis		10	1	10	28	harvest seeds	
2364	Chaenomeles speciosa		10	1	10	28	harvest seeds	
2365	Chaenomeles x superba		10	1	10	28	harvest seeds	
2366	Chionanthus virginicus		10	1	10	28	harvest seeds	
2367	Clethra alnifolia		10	1	10	28	harvest seeds	
2368	Cocculus orbiculatus		10	1	10	28	harvest seeds	
2369	Convallaria majalis		10	1	10	28	harvest seeds	
2370	Corchorus capsularis		10	1	10	28	harvest seeds	
2371	Corchorus olitorius		10	1	10	28	harvest seeds	
2372	Cornus alternifolia		10	1	10	28	harvest seeds	
2373	Cornus nuttallii		10	1	10	28	harvest seeds	
2374	Cotoneaster franchetii		10	1	10	28	harvest seeds	
2375	Cotoneaster simonsii		10	1	10	28	harvest seeds	
2376	Cowania mexicana		10	1	10	28	harvest seeds	
2377	Crataegus calpodendron		10	1	10	28	harvest seeds	
2378	Crataegus canbyi		10	1	10	28	harvest seeds	
2379	Crataegus crus-galli		10	1	10	28	harvest seeds	
2380	Crataegus jonesiae		10	1	10	28	harvest seeds	
2381	Crataegus pedicellata		10	1	10	28	harvest seeds	
2382	Crataegus pedicellata gloriosa		10	1	10	28	harvest seeds	
2383	Crataegus phaenopyrum		10	1	10	28	harvest seeds	
2384	Crataegus pruinosa		10	1	10	28	harvest seeds	
2385	Crataegus pubescens stipulacea		10	1	10	28	harvest seeds	
2386	Crataegus punctata		10	1	10	28	harvest seeds	
2387	Crataegus rivularis		10	1	10	28	harvest seeds	
2388	Crataegus uniflora		10	1	10	28	harvest seeds	
2389	Cupressus arizonica		10	1	10	28	harvest seeds	
2390	Datisca cannabina		10	1	10	28	harvest seeds	
2391	Docynia delavayi		10	1	10	28	harvest seeds	
2392	Erica tetralix		10	1	10	28	harvest seeds	
2393	Euonymus alatus		10	1	10	28	harvest seeds	
2394	Euonymus alatus apterus		10	1	10	28	harvest seeds	
2395	Euonymus atropurpureus		10	1	10	28	harvest seeds	
2396	Eurya japonica		10	1	10	28	harvest seeds	
2397	Fitzroya cupressoides		10	1	10	28	harvest seeds	
2398	Fraxinus latifolia		10	1	10	28	harvest seeds	
2399	Fraxinus pennsylvanica		10	1	10	28	harvest seeds	
2400	Fraxinus quadrangulata		10	1	10	28	harvest seeds	
2401	Fraxinus velutina		10	1	10	28	harvest seeds	
2402	Gevuina avellana		10	1	10	28	harvest seeds	
2403	Gleditsia caspica		10	1	10	28	harvest seeds	
2404	Gleditsia macracantha		10	1	10	28	harvest seeds	
2405	Gymnocladus chinensis		10	1	10	28	harvest seeds	
2406	Gymnocladus dioica		10	1	10	28	harvest seeds	
2407	Halesia carolina		10	1	10	28	harvest seeds	
2408	Hibiscus sinosyriacus		10	1	10	28	harvest seeds	
2409	Hibiscus syriacus		10	1	10	28	harvest seeds	
2410	Holodiscus discolor		10	1	10	28	harvest seeds	
2411	Holodiscus dumosus		10	1	10	28	harvest seeds	
2412	Ilex coriacea		10	1	10	28	harvest seeds	
2413	Ilex verticillata		10	1	10	28	harvest seeds	
2414	Illicium anisatum		10	1	10	28	harvest seeds	
2415	Illicium floridanum		10	1	10	28	harvest seeds	
2416	Illicium verum		10	1	10	28	harvest seeds	
2417	Juglans nigra		10	1	10	28	harvest seeds	
2418	Juglans regia		10	1	10	28	harvest seeds	
2419	Juniperus ashei		10	1	10	28	harvest seeds	
2420	Juniperus californica		10	1	10	28	harvest seeds	
2421	Juniperus chinensis		10	1	10	28	harvest seeds	
2422	Juniperus communis		10	1	10	28	harvest seeds	
2423	Juniperus communis nana		10	1	10	28	harvest seeds	
2424	Juniperus conferta		10	1	10	28	harvest seeds	
2425	Juniperus drupacea		10	1	10	28	harvest seeds	
2426	Juniperus excelsa		10	1	10	28	harvest seeds	
2427	Juniperus horizontalis		10	1	10	28	harvest seeds	
2428	Juniperus monosperma		10	1	10	28	harvest seeds	
2429	Juniperus occidentalis		10	1	10	28	harvest seeds	
2430	Juniperus osteosperma		10	1	10	28	harvest seeds	
2431	Juniperus oxycedrus		10	1	10	28	harvest seeds	
2432	Juniperus recurva		10	1	10	28	harvest seeds	
2433	Juniperus rigida		10	1	10	28	harvest seeds	
2434	Juniperus sabina		10	1	10	28	harvest seeds	
2435	Juniperus scopulorum		10	1	10	28	harvest seeds	
2436	Juniperus silicicola		10	1	10	28	harvest seeds	
2437	Juniperus squamata		10	1	10	28	harvest seeds	
2438	Juniperus tetragona		10	1	10	28	harvest seeds	
2439	Juniperus virginiana		10	1	10	28	harvest seeds	
2440	Larix gmelinii		10	1	10	28	harvest seeds	
2441	Larix kaempferi		10	1	10	28	harvest seeds	
2442	Larix laricina		10	1	10	28	harvest seeds	
2443	Larix occidentalis		10	1	10	28	harvest seeds	
2444	Liatris punctata		10	1	10	28	harvest seeds	
2445	Liatris scariosa		10	1	10	28	harvest seeds	
2446	Liatris spicata		10	1	10	28	harvest seeds	
2447	Liatris squarrosa		10	1	10	28	harvest seeds	
2448	Ligustrum obtusifolium		10	1	10	28	harvest seeds	
2449	Ligustrum ovalifolium		10	1	10	28	harvest seeds	
2450	Ligustrum sinense		10	1	10	28	harvest seeds	
2451	Liriodendron tulipifera		10	1	10	28	harvest seeds	
2452	Malus baccata		10	1	10	28	harvest seeds	
2453	Malus hupehensis		10	1	10	28	harvest seeds	
2454	Malus ioensis		10	1	10	28	harvest seeds	
2455	Malus prattii		10	1	10	28	harvest seeds	
2456	Malus prunifolia		10	1	10	28	harvest seeds	
2457	Malus prunifolia rinkii		10	1	10	28	harvest seeds	
2458	Malus sargentii		10	1	10	28	harvest seeds	
2459	Malus transitoria		10	1	10	28	harvest seeds	
2460	Myrica cerifera		10	1	10	28	harvest seeds	
2461	Myrica pensylvanica		10	1	10	28	harvest seeds	
2462	Myrtus communis		10	1	10	28	harvest seeds	
2463	Nyssa aquatica		10	1	10	28	harvest seeds	
2464	Nyssa sylvatica		10	1	10	28	harvest seeds	
2465	Picrasma quassioides		10	1	10	28	harvest seeds	
2466	Pinus aristata		10	1	10	28	harvest seeds	
2467	Pinus armandii		10	1	10	28	harvest seeds	
2468	Pinus ayacahuite		10	1	10	28	harvest seeds	
2469	Pinus bungeana		10	1	10	28	harvest seeds	
2470	Pinus californiarum		10	1	10	28	harvest seeds	
2471	Pinus cembroides		10	1	10	28	harvest seeds	
2472	Pinus cembroides orizabensis		10	1	10	28	harvest seeds	
2473	Pinus culminicola		10	1	10	28	harvest seeds	
2474	Pinus discolor		10	1	10	28	harvest seeds	
2475	Pinus echinata		10	1	10	28	harvest seeds	
2476	Pinus edulis		10	1	10	28	harvest seeds	
2477	Pinus gerardiana		10	1	10	28	harvest seeds	
2478	Pinus johannis		10	1	10	28	harvest seeds	
2479	Pinus lambertiana		10	1	10	28	harvest seeds	
2480	Pinus monophylla		10	1	10	28	harvest seeds	
2481	Pinus monticola		10	1	10	28	harvest seeds	
2482	Pinus mugo		10	1	10	28	harvest seeds	
2483	Pinus nelsonii		10	1	10	28	harvest seeds	
2484	Pinus nigra		10	1	10	28	harvest seeds	
2485	Pinus nigra laricio		10	1	10	28	harvest seeds	
2486	Pinus palustris		10	1	10	28	harvest seeds	
2487	Pinus parviflora		10	1	10	28	harvest seeds	
2488	Pinus ponderosa		10	1	10	28	harvest seeds	
2489	Pinus quadrifolia		10	1	10	28	harvest seeds	
2490	Pinus remota		10	1	10	28	harvest seeds	
2491	Pinus strobus		10	1	10	28	harvest seeds	
2492	Pistacia chinensis		10	1	10	28	harvest seeds	
2493	Pistacia lentiscus		10	1	10	28	harvest seeds	
2494	Podocarpus alpinus		10	1	10	28	harvest seeds	
2495	Podocarpus elatus		10	1	10	28	harvest seeds	
2496	Podocarpus lawrencii		10	1	10	28	harvest seeds	
2497	Podocarpus macrophyllus		10	1	10	28	harvest seeds	
2498	Podocarpus nivalis		10	1	10	28	harvest seeds	
2499	Podocarpus nubigenus		10	1	10	28	harvest seeds	
2500	Podocarpus salignus		10	1	10	28	harvest seeds	
2501	Podocarpus totara		10	1	10	28	harvest seeds	
2502	Polygonatum multiflorum		10	1	10	28	harvest seeds	
2503	Prunus caroliniana		10	1	10	28	harvest seeds	
2504	Prunus dulcis		10	1	10	28	harvest seeds	
2505	Prunus insititia		10	1	10	28	harvest seeds	
2506	Prunus spinosa		10	1	10	28	harvest seeds	
2507	Pseudocydonia sinensis		10	1	10	28	harvest seeds	
2508	Pyronia veitchii		10	1	10	28	harvest seeds	
2509	Quercus agrifolia		10	1	10	28	harvest seeds	
2510	Quercus alba		10	1	10	28	harvest seeds	
2511	Quercus bicolor		10	1	10	28	harvest seeds	
2512	Quercus coccinea		10	1	10	28	harvest seeds	
2513	Quercus douglasii		10	1	10	28	harvest seeds	
2514	Quercus engelmannii		10	1	10	28	harvest seeds	
2515	Quercus falcata		10	1	10	28	harvest seeds	
2516	Quercus gambelii		10	1	10	28	harvest seeds	
2517	Quercus garryana		10	1	10	28	harvest seeds	
2518	Quercus imbricaria		10	1	10	28	harvest seeds	
2519	Quercus kelloggii		10	1	10	28	harvest seeds	
2520	Quercus lyrata		10	1	10	28	harvest seeds	
2521	Quercus macrocarpa		10	1	10	28	harvest seeds	
2522	Quercus marilandica		10	1	10	28	harvest seeds	
2523	Quercus nigra		10	1	10	28	harvest seeds	
2524	Quercus palustris		10	1	10	28	harvest seeds	
2525	Quercus phellos		10	1	10	28	harvest seeds	
2526	Quercus prinoides		10	1	10	28	harvest seeds	
2527	Quercus prinus		10	1	10	28	harvest seeds	
2528	Quercus rubra		10	1	10	28	harvest seeds	
2529	Quercus shumardii		10	1	10	28	harvest seeds	
2530	Quercus stellata		10	1	10	28	harvest seeds	
2531	Quercus suber		10	1	10	28	harvest seeds	
2532	Quercus suber occidentalis		10	1	10	28	harvest seeds	
2533	Quercus velutina		10	1	10	28	harvest seeds	
2534	Quercus wislizenii		10	1	10	28	harvest seeds	
2535	Quercus x bebbiana		10	1	10	28	harvest seeds	
2536	Rhamnus cathartica		10	1	10	28	harvest seeds	
2537	Rhamnus purshianus		10	1	10	28	harvest seeds	
2538	Rhododendron maximum		10	1	10	28	harvest seeds	
2539	Sequoia sempervirens		10	1	10	28	harvest seeds	
2540	Sinofranchetia chinensis		10	1	10	28	harvest seeds	
2541	Smilax china		10	1	10	28	harvest seeds	
2542	Smilax discotis		10	1	10	28	harvest seeds	
2543	Smilax riparia		10	1	10	28	harvest seeds	
2544	Smilax sieboldii		10	1	10	28	harvest seeds	
2545	Sophora secundiflora		10	1	10	28	harvest seeds	
2546	Sorbus scopulina		10	1	10	28	harvest seeds	
2547	Sorbus species		10	1	10	28	harvest seeds	
2548	Sorbus thibetica		10	1	10	28	harvest seeds	
2549	Styrax japonica		10	1	10	28	harvest seeds	
2550	Styrax officinalis		10	1	10	28	harvest seeds	
2551	Taxodium distichum		10	1	10	28	harvest seeds	
2552	Tilia americana		10	1	10	28	harvest seeds	
2553	Tilia caroliniana		10	1	10	28	harvest seeds	
2554	Tilia cordata		10	1	10	28	harvest seeds	
2555	Tilia heterophylla		10	1	10	28	harvest seeds	
2556	Tilia platyphyllos		10	1	10	28	harvest seeds	
2557	Viburnum cassinoides		10	1	10	28	harvest seeds	
2558	Viburnum cotinifolium		10	1	10	28	harvest seeds	
2559	Viburnum edule		10	1	10	28	harvest seeds	
2560	Viburnum erubescens		10	1	10	28	harvest seeds	
2561	Viburnum erubescens gracilipes		10	1	10	28	harvest seeds	
2562	Viburnum furcatum		10	1	10	28	harvest seeds	
2563	Viburnum nudum		10	1	10	28	harvest seeds	
2564	Viburnum prunifolium		10	1	10	28	harvest seeds	
2565	Zanthoxylum planispinum		10	1	10	28	harvest seeds	
2566	Zanthoxylum simulans		10	1	10	28	harvest seeds	
2567	Ziziphus jujuba		10	1	10	28	harvest seeds	
2568	Abies lasiocarpa		9	1	9	28	harvest seeds	
2569	Abies procera		9	1	9	28	harvest seeds	
2570	Abies sachalinensis		9	1	9	28	harvest seeds	
2571	Abies sibirica		9	1	9	28	harvest seeds	
2572	Acer glabrum		9	1	9	28	harvest seeds	
2573	Acer saccharum grandidentatum		9	1	9	28	harvest seeds	
2574	Acer tataricum		9	1	9	28	harvest seeds	
2575	Adenophora liliifolia		9	1	9	28	harvest seeds	
2576	Aesculus californica		9	1	9	28	harvest seeds	
2577	Aesculus chinensis		9	1	9	28	harvest seeds	
2578	Aesculus flava		9	1	9	28	harvest seeds	
2579	Aesculus hippocastanum		9	1	9	28	harvest seeds	
2580	Aesculus pavia		9	1	9	28	harvest seeds	
2581	Aesculus turbinata		9	1	9	28	harvest seeds	
2582	Aesculus x carnea		9	1	9	28	harvest seeds	
2583	Agastache mexicana		9	1	9	28	harvest seeds	
2584	Agastache neomexicana		9	1	9	28	harvest seeds	
2585	Agastache rugosa		9	1	9	28	harvest seeds	
2586	Agastache urticifolia		9	1	9	28	harvest seeds	
2587	Amaranthus blitum		9	1	9	28	harvest seeds	
2588	Anaphalis margaritacea		9	1	9	28	harvest seeds	
2589	Anemone vitifolia		9	1	9	28	harvest seeds	
2590	Angelica edulis		9	1	9	28	harvest seeds	
2591	Asclepias hallii		9	1	9	28	harvest seeds	
2592	Asclepias incarnata		9	1	9	28	harvest seeds	
2593	Asclepias lanceolata		9	1	9	28	harvest seeds	
2594	Asclepias purpurascens		9	1	9	28	harvest seeds	
2595	Asclepias rubra		9	1	9	28	harvest seeds	
2596	Asclepias speciosa		9	1	9	28	harvest seeds	
2597	Asparagus cochinchinensis		9	1	9	28	harvest seeds	
2598	Atriplex hortensis		9	1	9	28	harvest seeds	
2599	Betula alnoides		9	1	9	28	harvest seeds	
2600	Betula ermanii		9	1	9	28	harvest seeds	
2601	Betula platyphylla		9	1	9	28	harvest seeds	
2602	Betula populifolia		9	1	9	28	harvest seeds	
2603	Betula schmidtii		9	1	9	28	harvest seeds	
2604	Broussonetia kazinoki		9	1	9	28	harvest seeds	
2605	Buxus sempervirens		9	1	9	28	harvest seeds	
2606	Callirhoe leiocarpa		9	1	9	28	harvest seeds	
2607	Camellia oleifera		9	1	9	28	harvest seeds	
2608	Caragana arborescens		9	1	9	28	harvest seeds	
2609	Caragana boisii		9	1	9	28	harvest seeds	
2610	Caragana brevispina		9	1	9	28	harvest seeds	
2611	Caragana decorticans		9	1	9	28	harvest seeds	
2612	Caragana fruticosa		9	1	9	28	harvest seeds	
2613	Caragana jubata		9	1	9	28	harvest seeds	
2614	Caragana pygmaea		9	1	9	28	harvest seeds	
2615	Caragana sinica		9	1	9	28	harvest seeds	
2616	Cardiocrinum cordatum		9	1	9	28	harvest seeds	
2617	Cardiocrinum giganteum		9	1	9	28	harvest seeds	
2618	Caulophyllum robustum		9	1	9	28	harvest seeds	
2619	Caulophyllum thalictroides		9	1	9	28	harvest seeds	
2620	Cercis siliquastrum		9	1	9	28	harvest seeds	
2621	Cladrastis lutea		9	1	9	28	harvest seeds	
2622	Convolvulus scammonia		9	1	9	28	harvest seeds	
2623	Cornus chinensis		9	1	9	28	harvest seeds	
2624	Cornus kousa chinensis		9	1	9	28	harvest seeds	
2625	Cornus mas		9	1	9	28	harvest seeds	
2626	Cornus officinalis		9	1	9	28	harvest seeds	
2627	Cornus sanguinea		9	1	9	28	harvest seeds	
2628	Cornus sessilis		9	1	9	28	harvest seeds	
2629	Cotinus obovatus		9	1	9	28	harvest seeds	
2630	Crataegus acclivis		9	1	9	28	harvest seeds	
2631	Crataegus baroussana		9	1	9	28	harvest seeds	
2632	Crataegus canadensis		9	1	9	28	harvest seeds	
2633	Crataegus chrysocarpa		9	1	9	28	harvest seeds	
2634	Crataegus dilatata		9	1	9	28	harvest seeds	
2635	Crataegus dispessa		9	1	9	28	harvest seeds	
2636	Crataegus douglasii		9	1	9	28	harvest seeds	
2637	Crataegus intricata		9	1	9	28	harvest seeds	
2638	Crataegus macrosperma		9	1	9	28	harvest seeds	
2639	Crataegus missouriensis		9	1	9	28	harvest seeds	
2640	Crataegus mollis		9	1	9	28	harvest seeds	
2641	Crataegus reverchonii		9	1	9	28	harvest seeds	
2642	Crataegus rotundifolia		9	1	9	28	harvest seeds	
2643	Crataegus songorica		9	1	9	28	harvest seeds	
2644	Crataegus submollis		9	1	9	28	harvest seeds	
2645	Crataegus tanacetifolia		9	1	9	28	harvest seeds	
2646	Digitalis ferruginea		9	1	9	28	harvest seeds	
2647	Digitalis grandiflora		9	1	9	28	harvest seeds	
2648	Digitalis lanata		9	1	9	28	harvest seeds	
2649	Empetrum nigrum		9	1	9	28	harvest seeds	
2650	Euonymus latifolius		9	1	9	28	harvest seeds	
2651	Fraxinus americana		9	1	9	28	harvest seeds	
2652	Fraxinus texensis		9	1	9	28	harvest seeds	
2653	Gentiana crassicaulis		9	1	9	28	harvest seeds	
2654	Gypsophila oldhamiana		9	1	9	28	harvest seeds	
2655	Haplopappus spinulosus		9	1	9	28	harvest seeds	
2656	Kalmia angustifolia		9	1	9	28	harvest seeds	
2657	Kalmia latifolia		9	1	9	28	harvest seeds	
2658	Kalmia polifolia		9	1	9	28	harvest seeds	
2659	Leonurus sibiricus		9	1	9	28	harvest seeds	
2660	Lilium amabile		9	1	9	28	harvest seeds	
2661	Lilium nanum		9	1	9	28	harvest seeds	
2662	Malus baccata mandschurica		9	1	9	28	harvest seeds	
2663	Meconopsis aculeata		9	1	9	28	harvest seeds	
2664	Medeola virginiana		9	1	9	28	harvest seeds	
2665	Moraea fugax		9	1	9	28	harvest seeds	
2666	Myrica heterophylla		9	1	9	28	harvest seeds	
2667	Navarretia squarrosa		9	1	9	28	harvest seeds	
2668	Nigella sativa		9	1	9	28	harvest seeds	
2669	Nothofagus procera		9	1	9	28	harvest seeds	
2670	Ocimum basilicum		9	1	9	28	harvest seeds	
2671	Ocimum minimum		9	1	9	28	harvest seeds	
2672	Osmanthus decorus		9	1	9	28	harvest seeds	
2673	Osmanthus delavayi		9	1	9	28	harvest seeds	
2674	Oxydendrum arboreum		9	1	9	28	harvest seeds	
2675	Peganum harmala		9	1	9	28	harvest seeds	
2676	Picea engelmannii		9	1	9	28	harvest seeds	
2677	Picea glauca		9	1	9	28	harvest seeds	
2678	Pinckneya pubens		9	1	9	28	harvest seeds	
2679	Pinus albicaulis		9	1	9	28	harvest seeds	
2680	Pinus cembra		9	1	9	28	harvest seeds	
2681	Pinus cembra sibirica		9	1	9	28	harvest seeds	
2682	Pinus koraiensis		9	1	9	28	harvest seeds	
2683	Pinus pumila		9	1	9	28	harvest seeds	
2684	Polygonatum macropodum		9	1	9	28	harvest seeds	
2685	Prunus laurocerasus		9	1	9	28	harvest seeds	
2686	Prunus mexicana		9	1	9	28	harvest seeds	
2687	Prunus serotina		9	1	9	28	harvest seeds	
2688	Pyrus pyraster		9	1	9	28	harvest seeds	
2689	Pyrus pyrifolia		9	1	9	28	harvest seeds	
2690	Quercus cerris		9	1	9	28	harvest seeds	
2691	Quercus emoryi		9	1	9	28	harvest seeds	
2692	Rhamnus carolinianus		9	1	9	28	harvest seeds	
2693	Rhus aromatica		9	1	9	28	harvest seeds	
2694	Ribes cereum		9	1	9	28	harvest seeds	
2695	Rosa acicularis		9	1	9	28	harvest seeds	
2696	Rubia tinctorum		9	1	9	28	harvest seeds	
2697	Rubus kuntzeanus		9	1	9	28	harvest seeds	
2698	Rubus thibetanus		9	1	9	28	harvest seeds	
2699	Salicornia europaea		9	1	9	28	harvest seeds	
2700	Salix taxifolia		9	1	9	28	harvest seeds	
2701	Salvia sclarea		9	1	9	28	harvest seeds	
2702	Sambucus canadensis		9	1	9	28	harvest seeds	
2703	Scrophularia marilandica		9	1	9	28	harvest seeds	
2704	Scutellaria baicalensis		9	1	9	28	harvest seeds	
2705	Sium sisarum		9	1	9	28	harvest seeds	
2706	Sophora flavescens		9	1	9	28	harvest seeds	
2707	Sorbaria sorbifolia		9	1	9	28	harvest seeds	
2708	Sorbus commixta		9	1	9	28	harvest seeds	
2709	Sorbus hybrida		9	1	9	28	harvest seeds	
2710	Sorbus mougeotii		9	1	9	28	harvest seeds	
2711	Symplocos tinctoria		9	1	9	28	harvest seeds	
2712	Tagetes patula		9	1	9	28	harvest seeds	
2713	Vaccinium arctostaphylos		9	1	9	28	harvest seeds	
2714	Yucca aloifolia		9	1	9	28	harvest seeds	
2715	Yucca brevifolia		9	1	9	28	harvest seeds	
2716	Acer spicatum		8	1	8	28	harvest seeds	
2717	Actaea pachypoda		8	1	8	28	harvest seeds	
2718	Adenophora denticulata		8	1	8	28	harvest seeds	
2719	Adenophora latifolia		8	1	8	28	harvest seeds	
2720	Agastache foeniculum		8	1	8	28	harvest seeds	
2721	Allium ampeloprasum		8	1	8	28	harvest seeds	
2722	Alstroemeria ligtu		8	1	8	28	harvest seeds	
2723	Arbutus texana		8	1	8	28	harvest seeds	
2724	Atriplex canescens		8	1	8	28	harvest seeds	
2725	Berberis canadensis		8	1	8	28	harvest seeds	
2726	Camelina sativa		8	1	8	28	harvest seeds	
2727	Campanula punctata		8	1	8	28	harvest seeds	
2728	Cedronella canariensis		8	1	8	28	harvest seeds	
2729	Centranthus macrosiphon		8	1	8	28	harvest seeds	
2730	Cercidiphyllum japonicum		8	1	8	28	harvest seeds	
2731	Cistus albidus		8	1	8	28	harvest seeds	
2732	Cistus creticus		8	1	8	28	harvest seeds	
2733	Cistus ladanifer		8	1	8	28	harvest seeds	
2734	Cistus salviifolius		8	1	8	28	harvest seeds	
2735	Coprosma petriei		8	1	8	28	harvest seeds	
2736	Corylus fargesii		8	1	8	28	harvest seeds	
2737	Crambe cordifolia		8	1	8	28	harvest seeds	
2738	Crambe orientalis		8	1	8	28	harvest seeds	
2739	Dichelostemma pulchellum		8	1	8	28	harvest seeds	
2740	Elaeagnus yoshinoi		8	1	8	28	harvest seeds	
2741	Epilobium latifolium		8	1	8	28	harvest seeds	
2742	Fibigia clypeata		8	1	8	28	harvest seeds	
2743	Ficus palmata		8	1	8	28	harvest seeds	
2744	Galega officinalis		8	1	8	28	harvest seeds	
2745	Hedysarum alpinum		8	1	8	28	harvest seeds	
2746	Heracleum sphondylium montanum		8	1	8	28	harvest seeds	
2747	Herniaria glabra		8	1	8	28	harvest seeds	
2748	Herniaria hirsuta		8	1	8	28	harvest seeds	
2749	Iris setosa		8	1	8	28	harvest seeds	
2750	Lathyrus tuberosus		8	1	8	28	harvest seeds	
2751	Linum perenne		8	1	8	28	harvest seeds	
