id	latin_name	initials	cultivar	icon_url
262	Ugni molinae	Um	.	../Drawing/Icons/Plants/Plants/Ugni_molinae(Um).svg
263	Urtica dioca	Ud	.	../Drawing/Icons/Plants/Plants/Urtica_dioca(Ud).svg
264	Vaccinium corymbosum	Vcb	'Blue_Crop'	../Drawing/Icons/Plants/Plants/Vaccinium_corymbosum'Blue_Crop'(Vcb).svg
265	Vaccinium corymbosum	Vcd	'Draper'	../Drawing/Icons/Plants/Plants/Vaccinium_corymbosum'Draper'(Vcd).svg
266	Vaccinium corymbosum	Vcd	'Duke'	../Drawing/Icons/Plants/Plants/Vaccinium_corymbosum'Duke'(Vcd).svg
267	Vaccinium corymbosum	Vcl	'Liberty'	../Drawing/Icons/Plants/Plants/Vaccinium_corymbosum'Liberty'(Vcl).svg
268	Vaccinium corymbosum	Vcr	'Reka'	../Drawing/Icons/Plants/Plants/Vaccinium_corymbosum'Reka'(Vcr).svg
269	Vaccinium corymbosum	Vcs	.	../Drawing/Icons/Plants/Plants/Vaccinium_corymbosum(Vcs).svg
270	Vaccinium macrocarpon	Vm	.	../Drawing/Icons/Plants/Plants/Vaccinium_macrocarpon(Vm).svg
271	Vaccinium ovatum	Vov	.	../Drawing/Icons/Plants/Plants/Vaccinium_ovatum(Vov).svg
272	Vaccinium oxycoccos	Vox	.	../Drawing/Icons/Plants/Plants/Vaccinium_oxycoccos(Vox).svg
273	Vaccinium parvifolium	Vp	.	../Drawing/Icons/Plants/Plants/Vaccinium_parvifolium(Vp).svg
274	Vaccinium vitis-idaea	Vvi	.	../Drawing/Icons/Plants/Plants/Vaccinium_vitis-idaea(Vvi).svg
275	Valeriana capitata	Vc	.	../Drawing/Icons/Plants/Plants/Valeriana_capitata(Vc).svg
276	Valeriana officinalis	Vo	.	../Drawing/Icons/Plants/Plants/Valeriana_officinalis(Vo).svg
277	Viburnum edule	Ve	.	../Drawing/Icons/Plants/Plants/Viburnum_edule(Ve).svg
278	Viburnum x bodnantense	Vxb	.	../Drawing/Icons/Plants/Plants/Viburnum_x_bodnantense(Vxb).svg
279	Vicia faba major	Vfm	.	../Drawing/Icons/Plants/Plants/Vicia_faba_major(Vfm).svg
280	Viola cornuta	Vco	.	../Drawing/Icons/Plants/Plants/Viola_cornuta(Vco).svg
281	Vitis vinifera	Vv	.	../Drawing/Icons/Plants/Plants/Vitis_vinifera(Vv).svg
282	Wisteria floribunda	Wf	.	../Drawing/Icons/Plants/Plants/Wisteria_floribunda(Wf).svg
283	Wisteria sinensis	Ws	.	../Drawing/Icons/Plants/Plants/Wisteria_sinensis(Ws).svg
284	Yucca filamentosa	Yf	.	../Drawing/Icons/Plants/Plants/Yucca_filamentosa(Yf).svg
285	Zantedeschia aethiopica	Za	.	../Drawing/Icons/Plants/Plants/Zantedeschia_aethiopica(Za).svg
286	Zanthoxylum piperitum	Zp	.	../Drawing/Icons/Plants/Plants/Zanthoxylum_piperitum(Zp).svg
287	Zanthoxylum simulans	Zs	.	../Drawing/Icons/Plants/Plants/Zanthoxylum_simulans(Zs).svg
288	Zea mays	Zm	.	../Drawing/Icons/Plants/Plants/Zea_mays(Zm).svg
289	Zizania aquatica	Za	.	../Drawing/Icons/Plants/Plants/Zizania_aquatica(Za).svg
290	Ziziphus jujuba	Zj	.	../Drawing/Icons/Plants/Plants/Ziziphus_jujuba(Zj).svg
