ID	Nursery	latin_name	cultivar	cost	size	date	quantity	notes
6466	Tree Eater Nursery	Juglans ailanthifolia cordiformis	Select Seedling, Simcoe	23	"1-2'. 4x13""treepot"	2019-02-10		availability:$23. 43506
6467	Tree Eater Nursery	Juglans ailanthifolia cordiformis	Select Seedling, Simcoe	36	2-4'. 5G	2019-02-10		availability:$36. 43506
6468	Tree Eater Nursery	Carya ovata	Shagbark Seedling	20	1-3'. 1-2G	2019-02-10		availability:$20. 43506
6469	Tree Eater Nursery	Carya laciniosa	Shellbark Seedling	25	1-3'. 1-2G	2019-02-10		availability:$25. 43506
6470	Tree Eater Nursery	Lonicera caerulea	Blue Hokkaido (tm)	29	2-3'. 2G	2019-02-10		availability:$29. 43506
6471	Tree Eater Nursery	Lonicera caerulea	Blue velvet (tm)	35	1-2'. 1G	2019-02-10		availability:$35. 43506
6472	Tree Eater Nursery	Lonicera caerulea	Blue Pacific (tm)	35	1-2'. 1G	2019-02-10		availability:$35. 43506
6473	Tree Eater Nursery	Lonicera caerulea	Blue sea (tm)	35	1-2'. 1G	2019-02-10		availability:$35. 43506
6474	Tree Eater Nursery	Lonicera caerulea	Blue Pagoda (tm)	29	2-3'. 2G	2019-02-10		availability:$29. 43506
6475	Tree Eater Nursery	Gleditsia triacanthos	Select Seedling	23	"1-2'. 4x13"" treepot"	2019-02-10		availability:$23. 43506
6476	Tree Eater Nursery	Humulus lupulus	Willamette	15	"-. 4x13"" treepot"	2019-02-10		availability:$15. 43506
6477	Tree Eater Nursery	Humulus lupulus	Nugget	20	-. 1G	2019-02-10		availability:$20. 43506
6478	Tree Eater Nursery	Humulus lupulus	Cascade	30	-. 1G	2019-02-10		availability:$30. 43506
6479	Tree Eater Nursery	Armoracia rusticana		18	"-. 4x13"" treepot"	2019-02-10		availability:$18. 43506
6480	Tree Eater Nursery	Hovenia dulcis	seedling	25	2-3'. 1G	2019-02-10		availability:$25. 43506
6481	Tree Eater Nursery	Helianthus tuberosus	Tubers, purple type	13	. 1G	2019-02-10		availability:$13. 43506
6482	Tree Eater Nursery	Ribes x culverwellii	see currant		. 	2019-02-10		availability:. 43506
6483	Tree Eater Nursery	Ziziphus jujuba	Li	56	1-2'. 2G	2019-02-10		availability:$56. 43506
6484	Tree Eater Nursery	Ziziphus jujuba	Autumn Beauty (tm)	55	1-2'. 1G	2019-02-10		availability:$55. 43506
6485	Tree Eater Nursery	Ziziphus jujuba	Lang	56	2-3'. 2G	2019-02-10		availability:$56. 43506
6486	Tree Eater Nursery	Ziziphus jujuba	Coco (tm)	56	2-3'. 2G	2019-02-10		availability:$56. 43506
6487	Tree Eater Nursery	Ziziphus jujuba	Li	79	4-6'. 5G	2019-02-10		availability:$79. 43506
6488	Tree Eater Nursery	Ziziphus jujuba	Lang	79	4-6'. 5G	2019-02-10		availability:$79. 43506
6489	Tree Eater Nursery	Ziziphus jujuba	Winter Delight (tm)	55	1-2'. 1G	2019-02-10		availability:$55. 43506
6490	Tree Eater Nursery	Ziziphus jujuba	Massandra Jujube	56	1-2'. 2G	2019-02-10		availability:$56. 43506
6491	Tree Eater Nursery	Actinidia deliciosa	Male	35	2-3'. 1G	2019-02-10		availability:$35. 43506
6492	Tree Eater Nursery	Actinidia deliciosa	Female Hayward	35	2-3'. 1G	2019-02-10		availability:$35. 43506
6493	Tree Eater Nursery	Actinidia deliciosa	Female Saanichton	35	2-3'. 1G	2019-02-10		availability:$35. 43506
6494	Tree Eater Nursery	Actinidia deliciosa	Male	35	1-2'. 1G	2019-02-10		availability:$35. 43506
6495	Tree Eater Nursery	Actinidia deliciosa	Seedling	20	"2-4'. 4x13"" treepot"	2019-02-10		availability:$20. 43506
6496	Tree Eater Nursery	Actinidia arguta	Issai (self-fertile)	35	2-3'. 1G	2019-02-10		availability:$35. 43506
6497	Tree Eater Nursery	Actinidia arguta	Michigan State	35	2-3'. 1G	2019-02-10		availability:$35. 43506
6498	Tree Eater Nursery	Actinidia arguta	Hardy Red	35	2-3'. 1G	2019-02-10		availability:$35. 43506
6499	Tree Eater Nursery	Actinidia arguta	Kens Red	35	2-3'. 1G	2019-02-10		availability:$35. 43506
6500	Tree Eater Nursery	Actinidia arguta	74-49 	35	2-3'. 1G	2019-02-10		availability:$35. 43506
6501	Tree Eater Nursery	Actinidia kolomikta	Pasha (tm) male Arctic	35	2-3'. 1G	2019-02-10		availability:$35. 43506
6502	Tree Eater Nursery	Actinidia arguta	Dumbarton Oaks	35	2-3'. 1G	2019-02-10		availability:$35. 43506
6503	Tree Eater Nursery	Actinidia arguta	Anna	35	2-3'. 1G	2019-02-10		availability:$35. 43506
6504	Tree Eater Nursery	Actinidia arguta	Chiang bai Mountain	35	2-3'. 2G	2019-02-10		availability:$35. 43506
6505	Tree Eater Nursery	Actinidia arguta	Rossana	35	2-3'. 1G	2019-02-10		availability:$35. 43506
6506	Tree Eater Nursery	Actinidia arguta cordifolia	Early Cordifolia	35	2-3'. 2G	2019-02-10		availability:$35. 43506
6507	Tree Eater Nursery	Actinidia kolomikta	September Sun Arctic	35	2-3'. 2G	2019-02-10		availability:$35. 43506
6508	Tree Eater Nursery	Eriobotrya japonica	Seedling	40	1-3'. 1G	2019-02-10		availability:$40. 43506
6509	Tree Eater Nursery	Mespilus germanica	Breda Giant	55	3-4'. 5G	2019-02-10		availability:$55. 43506
6510	Tree Eater Nursery	Mespilus germanica	Karadagskaya	59	5-6'. 5G	2019-02-10		availability:$59. 43506
6511	Tree Eater Nursery	Mespilus germanica	Marron (tm)	35	2-4'. 2G	2019-02-10		availability:$35. 43506
6512	Tree Eater Nursery	Mespilus germanica	Royal	35	3-4'. 2G	2019-02-10		availability:$35. 43506
6513	Tree Eater Nursery	Araucaria araucana	Seedilng, 1.5 year	20	"8"". 1G"	2019-02-10		availability:$20. 43506
6514	Tree Eater Nursery	Morus nigra	Black Seedling	20	1-2'. 1G	2019-02-10		availability:$20. 43506
6515	Tree Eater Nursery	Morus alba	Tatarica Seedling	20	1-2'. 1G	2019-02-10		availability:$20. 43506
6516	Tree Eater Nursery	Morus rubra	Illinois Everbearing	55	2-3'. 1G	2019-02-10		availability:$55. 43506
6517	Tree Eater Nursery	Morus nigra	Persian Fruiting Tree	100	6-7'. 5G	2019-02-10		availability:$100. 43506
6518	Tree Eater Nursery	Morus nigra	Persian Fruiting Bush	60	2-3'. 3-5G	2019-02-10		availability:$60. 43506
6519	Tree Eater Nursery	Morus nigra	Black Beauty Bush	69	2-4'. 3-5G	2019-02-10		availability:$69. 43506
6520	Tree Eater Nursery	Morus alba	Pakistan Fruiting Bush	69	6'. 2-5G	2019-02-10		availability:NA. 43506
6521	Tree Eater Nursery	Morus alba	White Fruiting Mulberry	90	6-7'. 5G	2019-02-10		availability:$90. 43506
6522	Tree Eater Nursery	Morus alba	White Persian Fruiting Mulberry	99	6'. 5G	2019-02-10		availability:$99. 43506
6523	Tree Eater Nursery	Quercus macrocarpa	Burr Oak, select	35	3-5'. 2-3G	2019-02-10		availability:$35. 43506
6524	Tree Eater Nursery	Quercus garryana	Gary Oak	15	"1-2'. 3x10"" treepot"	2019-02-10		availability:$15. 43506
6525	Tree Eater Nursery	Quercus alba	White Seedling	28	3-4'. 2G	2019-02-10		availability:$28. 43506
6526	Tree Eater Nursery	Oxalis tuberosa	red type	15	1-2'. 1G	2019-02-10		availability:$15. 43506
6527	Tree Eater Nursery	Olea europaea	Seascape (tm)	50	2-3'. 1G	2019-02-10		availability:$50. 43506
6528	Tree Eater Nursery	Olea europaea	Black Pearl (tm)	50	2-3'. 1G	2019-02-10		availability:$50. 43506
6529	Tree Eater Nursery	Olea europaea	Star of Crimea (tm)	50	2-3'. 1G	2019-02-10		availability:$50. 43506
6530	Tree Eater Nursery	Olea europaea	Harvest Joy (tm)	50	2-3'. 1G	2019-02-10		availability:$50. 43506
6531	Tree Eater Nursery	Olea europaea	Premier (tm)	50	2-3'. 1G	2019-02-10		availability:$50. 43506
6532	Tree Eater Nursery	Olea europaea	Favarol 	50	2-3'. 1G	2019-02-10		availability:$50. 43506
6533	Tree Eater Nursery	Olea europaea	Universal (tm)	50	2-3'. 1G	2019-02-10		availability:$50. 43506
6534	Tree Eater Nursery	Passiflora incarnata	Maypop	45	2-3'. 1G	2019-02-10		availability:$45. 43506
6535	Tree Eater Nursery	Asimina triloba	Select Seedling 	25	"6"". 3x10"" treepot"	2019-02-10		availability:$25. 43506
6536	Tree Eater Nursery	Asimina triloba	Allegheny (tm)	55	1-3'. 1G	2019-02-10		availability:$55. 43506
6537	Tree Eater Nursery	Asimina triloba	Mango graft	55	2-3'. 1G	2019-02-10		availability:$55. 43506
6538	Tree Eater Nursery	Asimina triloba	NC-1 graft	55	1-3'. 1G	2019-02-10		availability:$55. 43506
6539	Tree Eater Nursery	Asimina triloba	Pennsylvania Gold	55	1-3'. 1G	2019-02-10		availability:$55. 43506
6540	Tree Eater Nursery	Asimina triloba	Prolific	55	1-3'. 1G	2019-02-10		availability:$55. 43506
6541	Tree Eater Nursery	Asimina triloba	Rappahannock (tm)	55	1-3'. 1G	2019-02-10		availability:$55. 43506
6542	Tree Eater Nursery	Asimina triloba	Sunflower graft	55	1-2'. 1G	2019-02-10		availability:$55. 43506
6543	Tree Eater Nursery	Asimina triloba	Shenandoah graft tm	55	2-3'. 1G	2019-02-10		availability:$55. 43506
6544	Tree Eater Nursery	Asimina triloba	Susquehanna graft tm	50	1-2'. 2G	2019-02-10		availability:$50. 43506
6545	Tree Eater Nursery	Asimina triloba	KSU-Atwood graft	55	1-2'. 1G	2019-02-10		availability:$55. 43506
6546	Tree Eater Nursery	Prunus persica	seeding	19	1-2'. 1G	2019-02-10		availability:$19. 43506
6547	Tree Eater Nursery	Prunus persica	Thanksgiving Peach seedling	25	2-3'. 1G	2019-02-10		availability:$25. 43506
6548	Tree Eater Nursery	Carya californica	Select Seedling	20	"6-12"". 2G"	2019-02-10		availability:$20. 43506
6549	Tree Eater Nursery	Zanthoxylum piperitum	Japanese Sansho	45	2-3'. 1G	2019-02-10		availability:$45. 43506
6550	Tree Eater Nursery	Zanthoxylum simulans	Sechuan Pepper	45	2-3'. 1G	2019-02-10		availability:$45. 43506
6551	Tree Eater Nursery	Diospyros virginiana	Nikita's Gift (Russian x)	69	3-4'. 2G	2019-02-10		availability:$69. 43506
6552	Tree Eater Nursery	Diospyros virginiana	Meader	59	3-4'. 2G	2019-02-10		availability:$59. 43506
6553	Tree Eater Nursery	Diospyros virginiana	Prairie Dawn	59	2-3'. 2G	2019-02-10		availability:$59. 43506
6554	Tree Eater Nursery	Diospyros virginiana	Prairie Star	59	2-3'. 2G	2019-02-10		availability:$59. 43506
6555	Tree Eater Nursery	Diospyros virginiana	Prairie Gem	59	3-4'. 2G	2019-02-10		availability:$59. 43506
6556	Tree Eater Nursery	Diospyros virginiana	Prairie Sun	59	2-3'. 2G	2019-02-10		availability:$59. 43506
6557	Tree Eater Nursery	Diospyros virginiana	Select Seedling 	23	1-2'. 1G	2019-02-10		availability:$23. 43506
6558	Tree Eater Nursery	Diospyros kaki	Early Jiro	59	1-3'. 1G	2019-02-10		availability:$59. 43506
6559	Tree Eater Nursery	Diospyros kaki	Early Fuyu	59	1-3'. 1G	2019-02-10		availability:$59. 43506
6560	Tree Eater Nursery	Diospyros kaki	Fuyu (imoto)	79	"1/4"" caliper. 5G"	2019-02-10		availability:$79. 43506
6561	Tree Eater Nursery	Diospyros kaki	Giant Fuyu (Gosho)	95	"3/8"" caliper. 5G"	2019-02-10		availability:$95. 43506
6562	Tree Eater Nursery	Diospyros kaki	Giant Fuyu (Gosho)	100	"5/8"" caliper. 5G"	2019-02-10		availability:$100. 43506
6563	Tree Eater Nursery	Diospyros kaki	Saijo	59	1-3'. 1G	2019-02-10		availability:$59. 43506
6564	Tree Eater Nursery	Diospyros kaki	Saijo	105	"7' tall/ 3/4"" caliper. 5G"	2019-02-10		availability:$105. 43506
6565	Tree Eater Nursery	Diospyros virginiana	Tanenashi	100	"1/2"" caliper. 5G"	2019-02-10		availability:$100. 43506
6566	Tree Eater Nursery	Diospyros kaki	Hachiya	91	"3/8"" caliper. 3-5G"	2019-02-10		availability:$91. 43506
6567	Tree Eater Nursery	Diospyros kaki	Nishimura wase	100	"1/2"" caliper. 3-5G"	2019-02-10		availability:$100. 43506
6568	Tree Eater Nursery	Diospyros kaki	Nishimura wase	91	"5/16"" caliper. 3-5G"	2019-02-10		availability:$91. 43506
6569	Tree Eater Nursery	Diospiros digyna	Chocolate	90	"3/4"" caliper. 3-5G"	2019-02-10		availability:$90. 43506
6570	Tree Eater Nursery	Diospiros digyna	Chocolate	109	"6-7' tall/ 1"" caliper. 5G"	2019-02-10		availability:$109. 43506
6571	Tree Eater Nursery	Diospyros lotus	Date Plum Seedling	25	1-3'. 1G	2019-02-10		availability:$25. 43506
6572	Tree Eater Nursery	Acca sellowiana	Seedling	25	1-2'. 1G	2019-02-10		availability:$25. 43506
6573	Tree Eater Nursery	Acca sellowiana	Coolidge cultivar	35	1-3'. 1G	2019-02-10		availability:$35. 43506
6574	Tree Eater Nursery	Prunus salicina	Burbank Plum (on st. jul.)	35	1-2'. 2G	2019-02-10		availability:$35. 43506
6575	Tree Eater Nursery	Prunus domestica	Italian Prune	35	2-4'. 2G	2019-02-10		availability:$35. 43506
6576	Tree Eater Nursery	Prunus domestica	Italian Prune Seedling	17	"1"". 1G"	2019-02-10		availability:$17. 43506
6577	Tree Eater Nursery	Prunus domestica	PeachPlum Graft (on st. jul.)	35	1-2'. 2G	2019-02-10		availability:$35. 43506
6578	Tree Eater Nursery	Prunus domestica	Seed, Fresh, Prune Plum	35	. 	2019-02-10		availability:$10/20, $23/50. 43506
6579	Tree Eater Nursery	Prunus domestica	Seed, Fresh, St. Julien	35	. 	2019-02-10		availability:$10/20, $23/50. 43506
6580	Tree Eater Nursery	Prunus cerasifera	Seed, Fresh, Myrobalan	35	. 	2019-02-10		availability:$10/20, $23/50. 43506
6581	Tree Eater Nursery	Prunus salicina	Santa Rosa graft (on st.jul.)	35	1-2. 2G	2019-02-10		availability:$35. 43506
6582	Tree Eater Nursery	Prunus americana	Toka, graft (on st. jul.)	35	1-2'. 2G	2019-02-10		availability:$35. 43506
6583	Tree Eater Nursery	Punica granatum	Crimson Sky	40	1-2'. 1G	2019-02-10		availability:$40. 43506
6584	Tree Eater Nursery	Punica granatum	Favorite	35	1-2'. 1G	2019-02-10		availability:$35. 43506
6585	Tree Eater Nursery	Punica granatum	Parfianka	35	1-3'. 1G	2019-02-10		availability:$35. 43506
6586	Tree Eater Nursery	Punica granatum	Wonderful	45	1-2'. 2G	2019-02-10		availability:$45. 43506
6587	Tree Eater Nursery	Punica granatum	Utah Sweet	29	1-2'. 1G	2019-02-10		availability:$29. 43506
6588	Tree Eater Nursery	Cydonia oblonga	Fruiting Quince	30	1-3'. 2G	2019-02-10		availability:$30. 43506
6589	Tree Eater Nursery	Cydonia oblonga	Quince C rootstock	8	1-3'. 1G	2019-02-10		availability:$8. 43506
6590	Tree Eater Nursery	Rosa rugosa	Jubilee Rosa Rugosa Cult.	25	2-3'. 1G	2019-02-10		availability:$25. 43506
6591	Tree Eater Nursery	Rosa rugosa	Jubilee Rosa Rugosa Cult.	39	3-5'. 5G	2019-02-10		availability:$39. 43506
6592	Tree Eater Nursery	Rosa rugosa	Jubilee Rosa Rugosa Seedling	15	1-2'. 1G	2019-02-10		availability:$15. 43506
6593	Tree Eater Nursery	Rosa rugosa	Seeds, fresh	15	. 	2019-02-10		availability:$5/20 or $10/50. 43506
6594	Tree Eater Nursery	Amelanchier alnifolia	Honeywood cultivar	25	1-2'. 1G	2019-02-10		availability:$25. 43506
6595	Tree Eater Nursery	Schisandra chinensis	Eastern Prince	45	1-3'. 1G	2019-02-10		availability:$45. 43506
6596	Tree Eater Nursery	Hippophae rhamnoides	Male	35	1-2'. 1G	2019-02-10		availability:$35. 43506
6597	Tree Eater Nursery	Hippophae rhamnoides	GoldenSweet	35	2-3'. 1G	2019-02-10		availability:$35. 43506
6598	Tree Eater Nursery	Hippophae rhamnoides	Orange Energy (R)	35	2-3'. 1G	2019-02-10		availability:$35. 43506
6599	Tree Eater Nursery	Hippophae rhamnoides	Orange Glow (tm)	35	2-3'. 1G	2019-02-10		availability:$35. 43506
6600	Tree Eater Nursery	Hippophae rhamnoides	Sirola (tm)	35	2-3'. 1G	2019-02-10		availability:$35. 43506
6601	Tree Eater Nursery	Hippophae rhamnoides	Titan (tm)	35	2-3'. 1G	2019-02-10		availability:$35. 43506
6602	Tree Eater Nursery	Hippophae rhamnoides	Garden's Gift	35	2-3'. 2G	2019-02-10		availability:$35. 43506
6603	Tree Eater Nursery	Hippophae rhamnoides	Seedlings	15	"6-12"". 1G"	2019-02-10		availability:$15. 43506
6604	Tree Eater Nursery	x Sorbopyrus irregularis	Graft on Quince C	39	1-2'. 2G	2019-02-10		availability:$39. 43506
6605	Tree Eater Nursery	x Sorbopyrus irregularis	Graft on Mtn. Ash	39	1-2'. 1G	2019-02-10		availability:$39. 43506
6606	Tree Eater Nursery	Caragana arborescens	Seedling	15	1-2'. 1G	2019-02-10		availability:$15. 43506
6607	Tree Eater Nursery	Stevia rebaudiana		22	1-2'. 1G	2019-02-10		availability:$22. 43506
6608	Tree Eater Nursery	Pinus koraiensis	Dwarf Korean	25	"12-16"". 4x13"" treepot"	2019-02-10		availability:$25. 43506
6609	Tree Eater Nursery	Camellia sinensis	Sochi	35	2-3'. 1G	2019-02-10		availability:$35. 43506
6610	Tree Eater Nursery	Camellia sinensis	Korean	35	2-3'. 1G	2019-02-10		availability:$35. 43506
6611	Tree Eater Nursery	Camellia oleifera	Tea Oil Camellia	35	1-2'. 1G	2019-02-10		availability:$35. 43506
6612	Tree Eater Nursery	Juglans nigra	Black Walnut Seedling	28	1-2'. 2G	2019-02-10		availability:$28. 43506
6613	Tree Eater Nursery	Juglans cinerea	Butternut	23	"1-2'. 4x13""treepot"	2019-02-10		availability:$23. 43506
6614	Tree Eater Nursery	Juglans regia	English Walnut Seedling	25	1-2' . 1G	2019-02-10		availability:$25. 43506
6615	Tree Eater Nursery	Juglans regia	English Walnut Seedling	29	2-3'. 2G	2019-02-10		availability:$29. 43506
6616	Tree Eater Nursery	Smallanthus sonchifolius		29	1-2'. 1G	2019-02-10		availability:tba. 43506
6617	Tree Eater Nursery	Xanthoceras sorbifolium	seedling	19	1'. 1G	2019-02-10		availability:$19. 43506
6618	Tree Eater Nursery	Ilex paraguariensis		45	2-3'. 2G	2019-02-10		availability:$45. 43506
6619	Full Circle Seeds	Amaranthus cruentus				2019-02-10		
6620	Full Circle Seeds	Eruca vesicaria sativa				2019-02-10		
6621	Full Circle Seeds	Phaseolus vulgaris				2019-02-10		
6622	Full Circle Seeds	Phaseolus coccineus		4	30 seeds	2019-02-10		
6623	Full Circle Seeds	Beta vulgaris craca				2019-02-10		
6624	Full Circle Seeds	Brassica oleracea italica				2019-02-10		
6625	Full Circle Seeds	Brassica oleracea capitata				2019-02-10		
6626	Full Circle Seeds	Physalis peruviana				2019-02-10		
6627	Full Circle Seeds	Daucus carota sativus		4	2000 seeds	2019-02-10		
6628	Full Circle Seeds	Apium graveolens rapaceum				2019-02-10		
6629	Full Circle Seeds	Beta vulgaris flavescens				2019-02-10		
6630	Full Circle Seeds	Claytonia perfoliata		4	500 seeds.	2019-02-10		
6631	Full Circle Seeds	Hemerocallis lilioasphodelus				2019-02-10		
6632	saanichnativeplants	Achillea millefolium	Yarrow 		10cm 	2019-03-05		
6633	saanichnativeplants	Agoseris grandiflora	Large-flowered Agoseris 	4	1 gal	2019-03-05		
6634	saanichnativeplants	Allium amplectens	Slimleaf Onion 	4	10cm 	2019-03-05		
6635	saanichnativeplants	Allium cernuum	Nodding Onion 	4	10cm 	2019-03-05		
6636	saanichnativeplants	Anaphalis margaritacea	Pearly Everlasting 	7	10 cm 	2019-03-05		
6637	saanichnativeplants	Antennaria howellii	Howell's Pussytoes 	4	1gal/10cm 	2019-03-05		
6638	saanichnativeplants	Aquilegia formosa	Red Columbine 	4	1gal/10cm 	2019-03-05		
6639	saanichnativeplants	Armeria maritima	Sea Thrift 	4	10cm 	2019-03-05		
6640	saanichnativeplants	Artemisia suksdorfii	Coastal Mugwort 	4	10cm 	2019-03-05		
6641	saanichnativeplants	Camassia leichtlinii	Great Camas 	4	10cm 	2019-03-05		
6642	saanichnativeplants	Cardamine nuttallii		4	10 cm 	2019-03-05	0	
6643	saanichnativeplants	Cerastium arvense	Field Chickweed 	3.5	10 cm 	2019-03-05		
6644	saanichnativeplants	Clinopodium douglasii		4	10cm 	2019-03-05	0	
6645	saanichnativeplants	Dicentra formosa	Pacific Bleeding Heart 	5	1gal	2019-03-05		
6646	saanichnativeplants	Drymocallis glandulosa	Sticky Cinquefoil	4	10cm/1gal 	2019-03-05		
6647	saanichnativeplants	Epilobium angustifolium	Fireweed 	4	10cm/1gal 	2019-03-05		
6648	saanichnativeplants	Eriophyllum lanatum	Woolly Sunflower 	6	10cm 	2019-03-05		
6649	saanichnativeplants	Erythronium oregonum	White Fawn Lily 	6	10cm 	2019-03-05		
6650	saanichnativeplants	Erythronium revolutum	Pink Fawn Lily 	6	10cm 	2019-03-05		
6651	saanichnativeplants	Fragaria chiloensis	Coastal Strawberry 	3.5	1gal/10cm 	2019-03-05		
6652	saanichnativeplants	Fragaria vesca	Woodland Strawberry 	3.5	10 cm	2019-03-05		
6653	saanichnativeplants	Fragaria virginiana	Wild Strawberry 	3.5	1gal/10cm 	2019-03-05		
6654	saanichnativeplants	Geum macrophyllum	Large-leaved Avens 	3.5	1gal/10cm 	2019-03-05		
6655	saanichnativeplants	Grindelia hirsutula	Hairy Gumweed	4	1 gal 	2019-03-05		
6656	saanichnativeplants	Grindelia stricta	Entire-leaved Gumweed 	4	10cm 	2019-03-05		
6657	saanichnativeplants	Helenium autumnale	 var.grandiflorum Mountain Sneezeweed 	4	1gal/10cm	2019-03-05		
6658	saanichnativeplants	Heracleum maximum	Cow Parsnip 	10	10cm 	2019-03-05		
6659	saanichnativeplants	Heuchera micrantha	Small-flowered Alumroot 	4	10cm	2019-03-05		
6660	saanichnativeplants	Lathyrus japonicus	Beach Pea 	4	10cm 	2019-03-05		
6661	saanichnativeplants	Lithophragma parviflorum	Woodland Star 	5	1gal/2 gal 	2019-03-05		
6662	saanichnativeplants	Lomatium nudicaule	Barestem Desert-parsley 	4	1 gal 	2019-03-05		
6663	saanichnativeplants	Lomatium utriculatum	Spring Gold 	5	10cm 	2019-03-05		
6664	saanichnativeplants	Lupinus polyphyllus	ssp.pallidipes Large-Leaved Lupine 	5	1gal/10cm 	2019-03-05		
6665	saanichnativeplants	Lysichiton americanus	Skunk Cabbage 	10	1gal/10cm 	2019-03-05		
6666	saanichnativeplants	Maianthemum dilatatum	False-Lily-of-the-Valley 	5	10cm 	2019-03-05		
6667	saanichnativeplants	Mentha arvensis	Field Mint 	5	10cm 	2019-03-05		
6668	saanichnativeplants	Mimulus guttatus	Yellow Monkey-flower 	5	10cm 	2019-03-05		
6669	saanichnativeplants	Montia parvifolia	Small-leaved Montia 	4	10cm 	2019-03-05		
6670	saanichnativeplants	Mitella ovalis	Oval-leaved Mitrewort 	4	10cm 	2019-03-05		
6671	saanichnativeplants	Oenanthe sarmentosa	Pacific Water-parsley 	4	1gal/10cm 	2019-03-05		
6672	saanichnativeplants	Olsynium douglasii	Satinflower 	4	10 cm 	2019-03-05		
6673	saanichnativeplants	Osmorhiza berteroi	Mountain Sweet-cicely 	4	10cm 	2019-03-05		
6674	saanichnativeplants	Perideridia gairdneri	Yampah 	4	10cm 	2019-03-05		
6675	saanichnativeplants	Polygonum amphibium	Water Smartweed 	4	10cm 	2019-03-05		
6676	saanichnativeplants	Potentilla anserina	Common Silverweed 	4	10cm 	2019-03-05		
6677	saanichnativeplants	Potentilla gracillis	var.gracilis Graceful Cinquefoil 	4	1gal/10cm 	2019-03-05		
6678	saanichnativeplants	Primula hendersonii	Broad-leaved Shootingstar 	4	10cm 	2019-03-05		
6679	saanichnativeplants	Primula pauciflora	 var. pauciflora Few-flowered Shootingstar 	4	10cm 	2019-03-05		
6680	saanichnativeplants	Prunella vulgaris	spp. lanceolata Self-heal 	4	1gal/10cm 	2019-03-05		
6681	saanichnativeplants	Ranunculus flammula	Lesser Spearwort 	4	10cm 	2019-03-05	0	
6682	saanichnativeplants	Ranunculus occidentalis	Western Buttercup 	4	10cm 	2019-03-05		
6683	saanichnativeplants	Ranunculus orthorhynchus	Straight-beaked Buttercup 	4	10cm 	2019-03-05		
6684	saanichnativeplants	Ranunculus uncinatus	Little Buttercup 	4	10cm 	2019-03-05	0	
6685	saanichnativeplants	Sanicula crassicaulis	Pacific Sanicle 	3.5	10cm/1gal 	2019-03-05		
6686	saanichnativeplants	Sedum lanceolatum	Lance-leaved Stonecrop 	4	10cm 	2019-03-05		
6687	saanichnativeplants	Sedum spathulifolium	Broad-leaved Stonecrop 	4	10cm 	2019-03-05		
6688	saanichnativeplants	Sidalcea hendersonii	Henderson’s checker-mallow 	4	1gal/10cm 	2019-03-05		
6689	saanichnativeplants	Sisyrinchium californicum	Yellow-eyed Grass 	4	1gal/10cm 	2019-03-05		
6690	saanichnativeplants	Sisyrinchium idahoense	Blue-eyed Grass 	4	10cm 	2019-03-05		
6691	saanichnativeplants	Solidago canadensis	Canada goldenrod 	4	1gal/10cm 	2019-03-05		
6692	saanichnativeplants	Stachys cooleyae	Hedge-Nettle 	4	1gal/10cm 	2019-03-05		
6693	saanichnativeplants	Symphyotrichum chilense	California Aster 	3.5	10cm 	2019-03-05		
6694	saanichnativeplants	Symphyotrichum subspicatum	Douglas' Aster 	3.5	10cm 	2019-03-05		
6695	saanichnativeplants	Tellima grandiflora	Fringecup 	3.5	1 gal 	2019-03-05		
6696	saanichnativeplants	Tiarella trifoliata	var. trifoliata Foamflower 	4	10cm 	2019-03-05		
6697	saanichnativeplants	Trifolium wormskjoldii	Springbank Clover 	4	10cm 	2019-03-05		
6698	saanichnativeplants	Trillium ovatum	Western Trillium 	20	10 cm 	2019-03-05		
6699	saanichnativeplants	Triteleia hyacintha	Fool's Onion 	4	10cm	2019-03-05		
6700	saanichnativeplants	Urtica dioica	Stinging Nettle 	3.5	10 cm	2019-03-05		
6701	saanichnativeplants	Viola adunca	Early Blue Violet 	4	10cm	2019-03-05		
6702	saanichnativeplants	Achnatherum lemmonii	Small-flowered Birds-foot Trefoil	3.5	10cm	2019-03-05		
6703	saanichnativeplants	Calandrinia ciliata	Red Maids	3.5	10cm	2019-03-05		
6704	saanichnativeplants	Clarkia amoena	Farewell-to-Spring	3.5	10cm	2019-03-05		
6705	saanichnativeplants	Claytonia exigua	Pale Springbeauty	3.5	10cm	2019-03-05		
6706	saanichnativeplants	Claytonia perfoliata	Miner's Lettuce	3.5	10cm	2019-03-05		
6707	saanichnativeplants	Claytonia sibirica	Siberian miner’s-lettuce	3.5	10cm	2019-03-05		
6708	saanichnativeplants	Collinsia parviflora	Small-flowered blue-eyed Mary	3.5	10cm	2019-03-05		
6709	saanichnativeplants	Lupinus bicolor	Bicoloured Lupine	3.5	10cm	2019-03-05		
6710	saanichnativeplants	Lupinus polycarpus	Small-flowered Lupine	3.5	10cm	2019-03-05		
6711	saanichnativeplants	Myosotis laxa	Small-flowered Forget-me-not	3.5	10cm	2019-03-05		
6712	saanichnativeplants	Nemophila parviflora	Small-flowered Nemophila	3.5	1gal/10cm	2019-03-05		
6713	saanichnativeplants	Plectritis congesta	Sea Blush	3.5	1gal/10cm	2019-03-05		
6714	saanichnativeplants	Trifolium tridentatum	Tomcat Clover	4	10cm	2019-03-05		
