ID	Nursery	latin_name	cultivar	cost	size	date	quantity	notes
0	East Saanich on peninsula by the water	Lomatium nudicaule				2012-03-01		
1	Lochside	Hydrangea ~assortedvarieties	0	0	#5	2013-06-22		
2	Lochside	Hydrangea arborescen	'Annabelle'	0	#2	2013-06-22		
3	Lochside	Pieris assorted	0	0	#2	2013-06-22		
4	Lochside	Pieris assorted	0	0	#1	2013-06-22		
5	Lochside	Pieris assorted	0	0	#2	2013-06-22		
6	Lochside	Fuchsia assorted	0	0	0	2013-06-22		
7	Diane Pierce	Tragopogon porrifolius				2014-03-22		
8	Lochside	Iris germa	'Loop de Loop'	0	0	2013-06-22		
9	Lochside	Cistus GreyswoodPink,Elna,PeggySammons,Sunset,	0	0	#2 	2013-06-22		
10	Lochside	Pieris jap.F	'Forest Flame'	0	#5	2013-06-22		
11	Lochside	Pieris jap.F	'Forest Flame'	0	#1	2013-06-22		
12	Lochside	Pieris jap.F	'Forest Flame'	0	#1	2013-06-22		
13	Lochside	Pieris jap.F	'Forest Flame'	0	#2	2013-06-22		
14	Lochside	Pieris jap.L	'Little Heath'	0	#3	2013-06-22	0	
15	Lochside	Pieris jap.M	'Mountain Fire'	0	#2	2013-06-22		
16	Lochside	Pieris jap.M	'Mountain Fire'	0	#1	2013-06-22		
17	Lochside	Pieris jap.M	'Mountain Fire'	0	#1	2013-06-22		
18	Lochside	Pieris jap.P	'Prelude'	0	#2	2013-06-22		
19	Lochside	Pieris jap.S	'Scarlett O'Hara'	0	#3	2013-06-22		
20	Lochside	Pieris jap.S	'Snowdrift'	0	#1	2013-06-22		
21	Lochside	Pieris jap.S	'Snowdrift'	0	#2	2013-06-22	0	
22	Lochside	Pieris jap.S	'Snowdrift'	0	#3 	2013-06-22		
23	Lochside	Pieris jap.T	'Temple Bells' (White Flowers)	0	#1 	2013-06-22		
24	Lochside	Pieris jap.T	'Temple Bells' (White Flowers)	0	#2 	2013-06-22		
25	Lochside	Pieris jap.V	'Valley Fire'	0	#1 	2013-06-22		
26	Lochside	Pieris jap.V	'Valley Rose' (pink flowers)	0	#2 	2013-06-22		
27	Lochside	Styrax japonica	0	0	0	2013-06-22		
28	Lochside	Hydrangea macrophyll	'Adria'	0	#1	2013-06-22		
29	Lochside	Hydrangea macrophyll	'Ayesha'	0	#2	2013-06-22		
30	Lochside	Hydrangea macrophyll	'Ayesha'	0	#1	2013-06-22		
31	Lochside	Hydrangea macrophyll	'Beni Gaku'	0	#2	2013-06-22		
32	Lochside	Hydrangea macrophyll	'Beni Gaku'	0	#1	2013-06-22		
33	Lochside	Hydrangea macrophyll	'Merrit's Supreme'	0	#3	2013-06-22		
34	Lochside	Hydrangea macrophyll	'Merrit's Supreme'	0	#1	2013-06-22		
35	Lochside	Hydrangea macrophyll	'Nikko Blue'	0	#2	2013-06-22		
36	Lochside	Hydrangea macrophyll	'Nikko Blue' ( Blue)	0	#1	2013-06-22		
37	Lochside	Hydrangea macrophyll	'Pia' (Miniature Pink Elf)	0	#2	2013-06-22		
38	Lochside	Hydrangea macrophyll	'Pink Beauty'	0	#3	2013-06-22		
39	Lochside	Hydrangea macrophyll	'Sister Therese' (White)	0	#5	2013-06-22		
40	Lochside	Hydrangea macrophyll	'Sister Therese' (White)	0	#2	2013-06-22		
41	Lochside	Hydrangea macrophyll	'Sister Therese' (White)	0	#1	2013-06-22		
42	Lochside	Hydrangea macrophyll	'Teller's Red'	0	#2	2013-06-22		
43	Lochside	Hydrangeea macrophylla	'Todi' '(Dark Pink)	0	#1	2013-06-22		
44	Lochside	Hydrangea macrophyllaPinkBeauty	0	0	#1	2013-06-22		
45	Lochside	Hydrangea macrophylla	'Pink Beauty'#3	0	#2	2013-06-22		
46	Lochside	Pieris 	'Flaming Silver'	0	#3	2013-06-22		
47	Lochside	Pieris 	'Valley Valentine' (Red Flowers)	0	#1 	2013-06-22		
48	Lochside	Pieris 	'Valley Valentine' (Red Flowers)	0	#3 	2013-06-22		
49	Lochside	Pieris 	'Variegata'	0	#2 	2013-06-22		
50	Lochside	Viburnum 	'Spring Bouquet'	0	0	2013-06-22		
51	Lochside	Syringa 	'Miss Kim'	0	0	2013-06-22		
52	Lochside	Syringa 	'Tinkerbelle'	0	0	2013-06-22		
53	Lochside	Dianthus 	'Raspberry Swirl'	0	0	2013-06-22		
54	Lochside	Malus 	'Profusion'	0	0	2013-06-22		
55	LeCoteau	Cucurbita moschata		1		2013-06-22		
56	LeCoteau	Lycopersicon esculentum		2	"4"" "	2013-06-22		
57	Lochside	Echevaria assorted	0	2	4 inch	2013-06-22		
58	Lochside	Rubus calyci	'Emerald Carpet'	2	"4"""	2013-06-22		
59	Lochside	Lamium maculat	'Anne Greenaway'	2	4 inch 	2013-06-22		
60	Lochside	Sagina sublata	'Aurea'	2	"4"""	2013-06-22		
61	Lochside	Sempervivens tectorum	0	2	4 inch	2013-06-22		
62	Lochside	Arctostaphylos uvaursi	0	2	"4"" "	2013-06-22		
63	Lochside	Ajuga 	'Burgundy Glow'	2	"4"" "	2013-06-22		
64	LeCoteau	Viola x wittrockiana		3	4 inch	2013-06-22		
65	LeCoteau	Lactuca sativa		3	x6	2013-06-22		
66	LeCoteau	Allium porrum		3	x10	2013-06-22		
67	LeCoteau	Viola tricolor		3	x6	2013-06-22		
68	LeCoteau	Ocimum basilicum		3		2013-06-22		
69	LeCoteau	Achillea millefolium		3	"4"" "	2013-06-22		
70	Lochside	Rubus idaeus	'Fall Gold'	3	#1 	2013-06-22		
71	Lochside	Ribes uvacr	'Hinnonmaeki'	3	#1 	2013-06-22		
72	Lochside	Ribes uvacr	'Yellow'	3	#1 	2013-06-22		
73	Lochside	Viola 	0	3	#1 	2013-06-22		
74	Everything Edible	Melissa officinalis		3	"4"""	2013-06-22		
75	LeCoteau	Ruta graveolens		3		2013-06-22		
76	LeCoteau	Mentha spicata		3	"4"" "	2013-06-22		
77	LeCoteau	Origanum vulgare		3	"4"" "	2013-06-22		
78	LeCoteau	Origanum vulgare		3	1gal	2013-06-22		
79	Everything Edible	Origanum vulgare		3	1gal	2013-06-22		
80	Everything Edible	Trifolium incarnatum		3	1gal	2013-06-22		
81	LeCoteau	Origanum vulgare		3		2013-06-22		
82	LeCoteau	Thymus vulgaris		3		2013-06-22		
83	Everything Edible	Foeniculum vulgare			in ground	2013-06-22		
84	LeCoteau	Rumex acetosa		4		2013-06-22		
85	LeCoteau	Thymus vulgaris		5	1gal	2013-06-22		
86	LeCoteau	Fragaria x ananassa		5	x10	2013-06-22		
87	Lochside	Euonymous (gold/green)	0	5	#1 	2013-06-22		
88	Lochside	Alstromeria (orange)	0	5	#1	2013-06-22		
89	Lochside	Picea abies	'Little Gem'	5	#1	2013-06-22		
90	Lochside	Penstemon AliceHindley	0	5	#1	2013-06-22		
91	Lochside	Pennisetum alopercuroides	0	5	#1 	2013-06-22		
92	Lochside	Aster alpinu	'Dark Beauty'	5	#1	2013-06-22		
93	Lochside	Adiatum aluticum	0	5	#1 	2013-06-22		
94	Lochside	Lavandula angustifol	'Munstead Dwarf'	5	#1	2013-06-22		
95	Lochside	Hebe anomola	0	5	#1 	2013-06-22		
96	Lochside	Mahonia aquifolium	0	5	#1	2013-06-22		
97	Lochside	Erica arborea	0	5	#1 	2013-06-22		
98	Lochside	Salix arbuscula	0	5	#1	2013-06-22		
99	Lochside	Clematis armandii	'Snowdrift'	5	#1 	2013-06-22		
100	Lochside	Rhus aroma	'GroLow'	5	#1	2013-06-22		
101	Lochside	Echevaria assorted	0	5	#1	2013-06-22		
102	Lochside	Hosta assorted	0	5	#1	2013-06-22		
103	Lochside	Paeonia assorted	0	5	#1	2013-06-22		
104	Lochside	Hemerocallis assortedcultivars	0	5	#1	2013-06-22		
105	Lochside	Perovskia atriplicif	'Little Spire'	5	#1	2013-06-22		
106	Lochside	Perovskia atriplicifolia	0	5	#1	2013-06-22		
107	Lochside	Viburnum awabuki	0	5	#2 	2013-06-22		
108	Lochside	Taxus baccata	'Fastigiata Aurea'	5	#1	2013-06-22		
109	Lochside	Abies balsameanana	nana	5	#1 	2013-06-22		
110	Lochside	Callicarpa bodinieri	'Profusion'	5	#1 	2013-06-22		
111	Lochside	Verbena bonariensis	0	5	#1 	2013-06-22		
112	Lochside	Eryngium bourgattii	0	5	#1	2013-06-22		
113	Lochside	Carex buchananii	0	5	#1 	2013-06-22		
114	Lochside	Osmanthus burkwoodii	0	5	#1	2013-06-22		
115	Lochside	Hebe buxifolia	0	5	#1 	2013-06-22		
116	Lochside	Cornus canadensis	0	5	#1 	2013-06-22		
117	Lochside	Erica carnea	'Springwood White' (winter, spring)	5	#1 	2013-06-22		
118	Lochside	Teucrium chamaedry	'Germander'	5	#1 	2013-06-22		
119	Lochside	Juniperus chinensis	'Blue Rug'	5	#1	2013-06-22		
120	Lochside	Juniperus chinensis	'Old Gold'	5	#1	2013-06-22		
121	Lochside	Iris chrys	'Black Form'	5	#1	2013-06-22		
122	Lochside	Geranium cinereum	'Ballerina'	5	#1	2013-06-22		
123	Lochside	Geranium cinereumvarsubcaulescens	0	5	#1	2013-06-22		
124	Lochside	Cotinus coggygri	'Grace'	5	#1 	2013-06-22		
125	Lochside	Carex comans	'Frosty Curls'	5	#1 	2013-06-22		
126	Lochside	Myrtis communi	'Compacta'	5	#1	2013-06-22		
127	Lochside	Myrtis communi	'Variegata'	5	#1	2013-06-22		
128	Lochside	Juniperus communis	'Repanda'	5	#1	2013-06-22		
129	Lochside	Polygonatum commutatum	0	5	#1	2013-06-22		
130	Lochside	Muhlenbeckia complexa	0	5	#1	2013-06-22		
131	Lochside	Muchlenbeckia complexa	0	5	 #1 	2013-06-22		
132	Lochside	Salix contorta	0	5	#1	2013-06-22		
133	Lochside	Delosperma cooperi	0	5	#1 	2013-06-22		
134	Lochside	Delosperma cooperi	0	5	#1	2013-06-22		
135	Lochside	Viola cornut	'Black Ma	5	#1 	2013-06-22		
136	Lochside	Vaccinium corymbosum	'Duke'	5	#1 	2013-06-22		
137	Lochside	Prostranthera cuneata	0	5	#1 	2013-06-22		
138	Lochside	Imperata cylindrica	'Red Baron'	5	#1 	2013-06-22		
139	Lochside	Cotoneaster dammeri	0	5	#1 	2013-06-22		
140	Lochside	Buddleja davidii	'Black Knight'	5	#1 	2013-06-22		
141	Lochside	Osmanthus delevayi	0	5	#1	2013-06-22		
142	Lochside	Astilbe Diamant(white)	0	5	#1	2013-06-22		
143	Lochside	Lithodora diffusaG	'Grace Ward'	5	 #1 	2013-06-22		
144	Lochside	Nandina domestica	0	5	#1	2013-06-22		
145	Lochside	Aster dumosu	'Prof.A. Kippenberg'	5	#1	2013-06-22		
146	Lochside	Elaeagnus x ebbingei	0	5	#1 	2013-06-22		
147	Lochside	Elaeagnus x ebbingei	'Gilt Edge'	5	#1 	2013-06-22		
148	Lochside	Millieum effusium	'Flashlight'	5	#1 	2013-06-22		
149	Lochside	Carex elata	'Bowles Golden' (Aurea)	5	#1 	2013-06-22		
150	Lochside	Iris ensat	'Gracieuse'	5	#1	2013-06-22		
151	Lochside	Dryopteris erythrosora	0	5	#1 	2013-06-22		
152	Lochside	Trollius europaeus	'Superbus'	5	#1 	2013-06-22		
153	Lochside	Azaleas, Evergreen	0	5	#1 	2013-06-22		
154	Lochside	Weigela florida	'Wine & Roses'	5	#1 	2013-06-22		
155	Lochside	Weigela florida	'Briant Rubidor'	5	#1 	2013-06-22		
156	Lochside	Fuchsia foliavariegata	0	5	#1	2013-06-22		
157	Lochside	Leycesteria formosa	0	5	#1	2013-06-22		
158	Lochside	Euonymus fortunei	'Emerald Gaiety'	5	#1 	2013-06-22		
159	Lochside	Euonymus fortunei	'Emerald & Gold'	5	#1 	2013-06-22		
160	Lochside	Euonymus fortunei	'Sunspot'	5	#1 	2013-06-22		
161	Lochside	Waldsteinia fragaroides	0	5	#1	2013-06-22		
162	Lochside	Teucrium fruiticans	0	5	#1 	2013-06-22		
163	Lochside	Potentilla fruticosa	'Red Ace' ( Red to orange)	5	#1	2013-06-22		
164	Lochside	Potentilla fruticosa	'Daydawn' (pale peach)	5	#1	2013-06-22		
165	Lochside	Potentilla fruticosa	'Gold Finger' (Bright Yellow)	5	#1	2013-06-22		
166	Lochside	Potentilla fruticosa	'Everst'	5	#1	2013-06-22		
167	Lochside	Potentilla fruticosa	'Pink Beauty'	5	#1	2013-06-22		
168	Lochside	Potentilla fruticosa	'Princess'	5	#1	2013-06-22		
169	Lochside	Phlomis fruticosa	0	5	#1	2013-06-22		
170	Lochside	Iris germa	'Boysenberry Butter'	5	#1	2013-06-22		
171	Lochside	Iris germa	'Pink Horizon'	5	#1	2013-06-22		
172	Lochside	Iris germa	'Tiger Honey'	5	#1	2013-06-22		
173	Lochside	Festuca glauca	'Elijah Blue'	5	#1 	2013-06-22		
174	Lochside	Erigeron glaucus	0	5	#1	2013-06-22		
175	Lochside	Ceanothus gloriosus	'Pt Reyes' 	5	#1 	2013-06-22		
176	Lochside	Symphytum grandiflor	'Goldsmith'	5	#1 	2013-06-22		
177	Lochside	Hypericum grandiflorum	0	5	#1 	2013-06-22		
178	Lochside	Symphytum grandiflorum	0	5	#1 	2013-06-22		
179	Lochside	Ruta grave	'Jackman's Blue'	5	#1 	2013-06-22		
180	Lochside	Senecio greyii	0	5	#1 	2013-06-22		
181	Lochside	Osmanthus heterophyl	'Goshiki'	5	#1	2013-06-22		
182	Lochside	Sarcaccoca humilis	0	5	#3 	2013-06-22		
183	Lochside	Yucca hybrid	'Bright Edge'	5	#1 	2013-06-22		
184	Lochside	Helleborus hybridusY	'Yellow Lady' 	5	#1	2013-06-22		
185	Lochside	Ceonothus impressus	'Julia Phellps' 	5	#1 	2013-06-22		
186	Lochside	Asclepias incarnata	'Soulmate'	5	#1	2013-06-22		
187	Lochside	Spirea japonic	'Crispa'	5	#1	2013-06-22		
188	Lochside	Spirea japonic	'Firelight'	5	#1	2013-06-22		
189	Lochside	Spirea japonic	'Goldflame'	5	#1	2013-06-22		
190	Lochside	Spirea japonic	'Goldmound'	5	#1	2013-06-22		
191	Lochside	Spirea japonic	'Little Princess'	5	#1	2013-06-22		
192	Lochside	Spirea japonic	'Shirobana'	5	#1	2013-06-22		
193	Lochside	Spirea japonic	'Shirobana'	5	#1	2013-06-22		
194	Lochside	Camellia japonica	'Yuri' (Red Lily) 	5	#1 	2013-06-22		
195	Lochside	Skimmia japonica	'Kew White'	5	#2 	2013-06-22		
196	Lochside	Skimmia japonica	'Dwarf' (FEMALE)	5	#1 	2013-06-22		
197	Lochside	Skimmia japonicaassorted(FEMALE)	0	5	#2 	2013-06-22		
198	Lochside	Skimmia japonicaassorted(MALE)	0	5	#2 	2013-06-22		
199	Lochside	Kerria japonicapleniflora	0	5	#2	2013-06-22		
200	Lochside	Ligustrum japonicum	'Texanum'	5	#1	2013-06-22		
201	Lochside	Hebe karo	'Golden Esk'	5	#1 	2013-06-22		
202	Lochside	Erigeron karvinski	'Profusion'	5	#1	2013-06-22		
203	Lochside	Prunus lauroce	'Otto Luykin'	5	#2 	2013-06-22		
204	Lochside	Prunus laurocerasus	0	5	#2 	2013-06-22		
205	Lochside	Philadelphus lewisii	0	5	#2	2013-06-22		
206	Lochside	Veronica longifoli	'Fascination'	5	#1 	2013-06-22		
207	Lochside	Iris lousi	'Dural White Butterfly'	5	#1	2013-06-22		
208	Lochside	Prunus lusitanica	0	5	#1 	2013-06-22		
209	Lochside	Escallonia macranthra	'Rubra'	5	#1 	2013-06-22		
210	Lochside	Vaccinium macrocarpon	0	5	#1	2013-06-22		
211	Lochside	Brunnera macrophyl	'Jack Frost'	5	#1	2013-06-22		
212	Lochside	Hydrangeea macrophylla	'Todi' '(Dark Pink)	5	#2	2013-06-22		
213	Lochside	Brunnera macrophylla	0	5	"5"""	2013-06-22		
214	Lochside	Geranium macrorrhi	'Bevan's Variety'	5	#1	2013-06-22		
215	Lochside	Convallaria majalis	0	5	#1	2013-06-22		
216	Lochside	Vinca major	'Maculata'	5	#1	2013-06-22		
217	Lochside	Armeria maritima	'Pink'	5	#1 	2013-06-22		
218	Lochside	Armeria maritima	'Rubrifolia'	5	#1 	2013-06-22		
219	Lochside	Rosa meidi	'Scarlet'	5	#1	2013-06-22		
220	Lochside	Buxus mic.	'Winter Gem' 	5	#1 	2013-06-22		
221	Lochside	Cotoneaster microphyllusthymifolius	0	5	#1 	2013-06-22		
222	Lochside	Achillea millefolium	'Paprika'	5	#1	2013-06-22		
223	Lochside	Achillea millefolium	'Pretty Belinda'	5	#1	2013-06-22		
224	Lochside	Achillea millefolium	'Moonshine'	5	#1	2013-06-22		
225	Lochside	Achillea millefolium	'Summer Pastels'	5	#1	2013-06-22		
226	Lochside	Achillea millefolium	'Tricolour'	5	#1	2013-06-22		
227	Lochside	Alchemilla mollis	0	5	#1 	2013-06-22		
228	Lochside	Senecio monroi	0	5	#2 	2013-06-22		
229	Lochside	Carex morrow	'Evergold'	5	#1 	2013-06-22		
230	Lochside	Carex morrow	'Ice Dance'	5	#1 	2013-06-22		
231	Lochside	Pinus mugo	'Pumilio'	5	#1	2013-06-22		
232	Lochside	Polystichum munitum	0	5	#1 	2013-06-22		
233	Lochside	Liriope muscari	0	5	#1	2013-06-22		
234	Lochside	Liriope muscari	'Variegata'	5	#1	2013-06-22		
235	Lochside	Carex muskingumensis	0	5	#1 	2013-06-22		
236	Lochside	Buddleja nanhoensi	'Monum'	5	#1 	2013-06-22		
237	Lochside	Salvia nemeros	'Caradonna'	5	#1 	2013-06-22		
238	Lochside	Salvia nemeros	'Mainacht'	5	#1 	2013-06-22		
239	Lochside	Salvia nemeros	'Ostriesland'	5	#1 	2013-06-22		
240	Lochside	Salvia nemeros	'Pink Freisland'	5	#1 	2013-06-22		
241	Lochside	Anemone nemerosa	0	5	#1	2013-06-22		
242	Lochside	Mahonia nervosa	0	5	#1	2013-06-22		
243	Lochside	Athyrium nipponicu	'Metallicum'	5	#1 	2013-06-22		
244	Lochside	Lonicera nitidaB	'Baggesen's Gold'	5	#1	2013-06-22		
245	Lochside	Lonicera nitidaL	'Lemon Beauty'	5	#1	2013-06-22		
246	Lochside	Lonicera nitidaR	'Red Tip'	5	#1	2013-06-22		
247	Lochside	Luzula nivea	0	5	#1 	2013-06-22		
248	Lochside	Jasminum nudiflorum	0	5	#1 	2013-06-22		
249	Lochside	Olearia nummularia	0	5	#1	2013-06-22		
250	Lochside	Helianthemum nummulariumAssorted	0	5	#1	2013-06-22		
251	Lochside	Chelone obliqua	0	5	#1	2013-06-22		
252	Lochside	Thuja occide	'Teddy'	5	#1	2013-06-22		
253	Lochside	Thuja occide	'Smaragd'	5	#1	2013-06-22		
254	Lochside	Saponaria ocymoides	0	5	#1	2013-06-22		
255	Lochside	Hebe odora	0	5	#1 	2013-06-22		
256	Lochside	Salvia officia	'Tricolor'	5	#1 	2013-06-22		
257	Lochside	Rosmarinus officianalis	0	5	#1 	2013-06-22		
258	Lochside	Salvia officianalispurpurescens	0	5	#1 	2013-06-22		
259	Lochside	Physocarpus opuifolius	'Diablo'	5	#1	2013-06-22		
260	Lochside	Physocarpus opulifolius	'Gold'	5	#1	2013-06-22		
261	Lochside	Iris palli	'Albo Variegata'	5	#1	2013-06-22		
262	Lochside	Phlox pannic	'Danielle' (white/small habit)	5	#1	2013-06-22		
263	Lochside	Phlox pannic	'Picasso' (pink)	5	#1	2013-06-22		
264	Lochside	Hydrange petiolaris	0	5	#1 	2013-06-22		
265	Lochside	Genista pilosa	'Vancouver Gold'	5	#1 	2013-06-22		
266	Lochside	Hebe pingu	'Red Edge'	5	#1 	2013-06-22		
267	Lochside	Ophiopogon planiscapus	'Niger'	5	#1 	2013-06-22		
268	Lochside	Thuja plicat	'Zebrina'	5	#1 	2013-06-22		
269	Lochside	Euphorbia polychroma	'Bonfire'	5	#1	2013-06-22		
270	Lochside	Gaultheria procumbens	0	5	#1 	2013-06-22		
271	Lochside	Camellia quercifol	'White Mermaid' 	5	#1 	2013-06-22		
272	Lochside	Hydrangea quercifoli	'Snow Queen'	5	#2	2013-06-22		
273	Lochside	Helenium Rubinswer	0	5	#1	2013-06-22		
274	Lochside	Escallonia rubra	0	5	#1 	2013-06-22		
275	Lochside	Sarcaccoca ruscifolia	0	5	#2 	2013-06-22		
276	Lochside	Cornus sanguin	'Midwinter Fire'	5	#1 	2013-06-22		
277	Lochside	Geranium sanguineu	'Album'	5	#1	2013-06-22		
278	Lochside	Geranium sanguineu	'Max Frei'	5	#1	2013-06-22		
279	Lochside	Cortaderia selloanaP	'Pumilla'	5	#1 	2013-06-22		
280	Lochside	Buxus semp.	'Green Velvet' 	5	#1 	2013-06-22		
281	Lochside	Sequoia sempervi	'Prostrata'	5	#1	2013-06-22		
282	Lochside	Buxus sempervirens	0	5	#1 	2013-06-22		
283	Lochside	Helictotrichon sempervirens	0	5	#1 	2013-06-22		
284	Lochside	Polystichum setiferum	0	5	#1 	2013-06-22		
285	Lochside	Gaultheria shallon	0	5	#1 	2013-06-22		
286	Lochside	Iris siber	'Blue Butterfly'	5	#1	2013-06-22		
287	Lochside	Iris siber	'Blue Moon'	5	#1 	2013-06-22		
288	Lochside	Iris siber	'Butter & Sugar'	5	#1	2013-06-22		
289	Lochside	Iris siber	'Memphis Memory'	5	#1	2013-06-22		
290	Lochside	Iris siber	'Pristine Moon'	5	#1	2013-06-22		
291	Lochside	Astilbe simplici	'Sprite' (pink)	5	#1	2013-06-22		
292	Lochside	Miscanthus sin.Purpurescens	0	5	#1 	2013-06-22		
293	Lochside	Camellia sinensis	'Tea Breeze' 	5	#1 	2013-06-22		
294	Lochside	Miscanthus sinensisD	'Dixieland'	5	#1 	2013-06-22		
295	Lochside	Miscanthus sinensisG	'Gold Bar'	5	#1 	2013-06-22		
296	Lochside	Sedum spec.	'Abbey Dore'	5	#1 	2013-06-22		
297	Lochside	Sedum spec.	'Autumn Joy'	5	#1 	2013-06-22		
298	Lochside	Sedum spec.	'Blue Spruce'	5	#1 	2013-06-22		
299	Lochside	Sedum spec.	'Diamond Edge'	5	#1 	2013-06-22		
300	Lochside	Sedum spec.	'Dragon's Blood'	5	#1 	2013-06-22		
301	Lochside	Sedum spec.	'Hab Grey'	5	#1 	2013-06-22		
302	Lochside	Sedum spec.	'Matrona'	5	#1 	2013-06-22		
303	Lochside	Sedum spec.	'Purple Carpet'	5	#1 	2013-06-22		
304	Lochside	Dicentra spectabil	'Valentine'	5	#1	2013-06-22		
305	Lochside	Dicentra spectabil	'Alba'	5	#1	2013-06-22		
306	Lochside	Dicentra spectabilis	0	5	#1	2013-06-22		
307	Lochside	Blechnam spicant	0	5	#1 	2013-06-22		
308	Lochside	Liatris spicata	'Alba'	5	#1	2013-06-22		
309	Lochside	Liatris spicata	0	5	#1	2013-06-22		
310	Lochside	Veronica spicata	'Erika'	5	#1 	2013-06-22		
311	Lochside	Veronica spicata	'Red Fox'	5	#1 	2013-06-22		
312	Lochside	Juniperus squamata	'Blue Star'	5	#1	2013-06-22		
313	Lochside	Juniperus squamata	'Loderi'	5	#1	2013-06-22		
314	Lochside	Lavandula stoechas	0	5	#1	2013-06-22		
315	Lochside	Lavandula stoechas	'Dark Purple'	5	#1	2013-06-22		
316	Lochside	Lavandula stoechas	'Silver Anouk'	5	#1	2013-06-22		
317	Lochside	Cornus stoloni	'Cardinal'	5	#1 	2013-06-22		
318	Lochside	Cornus stoloni	'Flaviramea'	5	#1 	2013-06-22		
319	Lochside	Phlox subula	'Crimson Beauty'	5	 #1 	2013-06-22		
320	Lochside	Phlox subula	'Emerald Blue'	5	 #1 	2013-06-22		
321	Lochside	Phlox subula	'Red Wing'	5	 #1 	2013-06-22		
322	Lochside	Phlox subula	'Snowflake'	5	 #1 	2013-06-22		
323	Lochside	Epimedium sulphureum	0	5	#1	2013-06-22		
324	Lochside	Luzula sylvatica	0	5	#1 	2013-06-22		
325	Lochside	Hibiscus syriacus	'Blue Bird'	5	#1	2013-06-22		
326	Lochside	Hibiscus syriacus	'Red Heart'	5	#1	2013-06-22		
327	Lochside	Carex tenuic	'Cappuccino'	5	#1 	2013-06-22		
328	Lochside	Pittosporum tenuifolium	'Gold Star'	5	#1 	2013-06-22		
329	Lochside	Stipa tenuissima	0	5	#1 	2013-06-22		
330	Lochside	Pachysandra terminalis	0	5	 #1 	2013-06-22		
331	Lochside	Choisya ternata	0	5	#1 	2013-06-22		
332	Lochside	Choisya ternata	'Sundance'	5	#1 	2013-06-22		
333	Lochside	Carex testac	'Prarie Fire'	5	#1 	2013-06-22		
334	Lochside	Ceanothus thysifoliu	'Repens' 	5	#1 	2013-06-22		
335	Lochside	Anthemis tinctoriu	'EC Buxton'	5	#1	2013-06-22		
336	Lochside	Eragrotis trichodes	0	5	#1 	2013-06-22		
337	Lochside	Potentilla tridentata	'Nuuk'	5	 #1 	2013-06-22		
338	Lochside	Arbutus unedo	0	5	#1 	2013-06-22		
339	Lochside	Ilex verti	'Jim Dandy'	5	#2	2013-06-22		
340	Lochside	Coreopsis verticilla	'Early Sunrise'	5	#1	2013-06-22		
341	Lochside	Coreopsis verticilla	'Moonbeam'	5	#1	2013-06-22		
342	Lochside	Coreopsis verticilla	'Red Shift'	5	#1	2013-06-22		
343	Lochside	Grevillea victoriae	0	5	#1 	2013-06-22		
344	Lochside	Santolina virens	0	5	#1	2013-06-22		
345	Lochside	Panicum virgatum	'Dallas Blue's'	5	#1 	2013-06-22		
346	Lochside	Panicum virgatum	'Heavy Metal'	5	#1 	2013-06-22		
347	Lochside	Panicum virgatum	'Rotstrahlbusch'	5	#1 	2013-06-22		
348	Lochside	Itea virginica	0	5	#2	2013-06-22		
349	Lochside	Pleioblastus viridistriatu	'Chrysophyllus'	5	#1 	2013-06-22		
350	Lochside	Origanum vulgare	'Aurea'	5	 #1 	2013-06-22		
351	Lochside	Calluna vulgaris	'Purple' 	5	#1 	2013-06-22		
352	Lochside	Calluna vulgaris	'Sellyl' 	5	#1 	2013-06-22		
353	Lochside	Calluna vulgaris	'Merlyn' 	5	#1 	2013-06-22		
354	Lochside	Calluna vulgaris	'Allegro' 	5	#1 	2013-06-22		
355	Lochside	Calluna vulgaris	'Summer White' 	5	#1 	2013-06-22		
356	Lochside	Pulsatilla vulgarisH	'Heiler Hybrids'	5	#1	2013-06-22		
357	Lochside	Abelia X grandiflora	0	5	#1 	2013-06-22		
358	Lochside	Calamagrostis X acutiflora	'Karl Foerster'	5	#1 	2013-06-22		
359	Lochside	Astilbe X arends	'Bridal Veil'	5	#1	2013-06-22		
360	Lochside	Astilbe X arends	'Rheinland' (deep pink)	5	#1	2013-06-22		
361	Lochside	Caryopteris X clandonens	'Gold Giant'	5	#1 	2013-06-22		
362	Lochside	Aubrieta X coltorum(blue)	0	5	#1	2013-06-22		
363	Lochside	Aubrieta X coltorum(pink)	0	5	#1	2013-06-22		
364	Lochside	Erica X dar.	'Furzy' (dark pink)	5	#1 	2013-06-22		
365	Lochside	Erica X dar.	'JW Porter' (dark pink)	5	#1 	2013-06-22		
366	Lochside	Erica X dar.	'Kramer's Red' (dark purplered)	5	#1 	2013-06-22		
367	Lochside	Erica X dar.	'Mary Helen'	5	#1 	2013-06-22		
368	Lochside	Erica X dar.	'Pink'	5	#1 	2013-06-22		
369	Lochside	Veronica X hybrida	'Christy'	5	#1 	2013-06-22		
370	Lochside	Taxus x media	'H M Eddie'	5	#1	2013-06-22		
371	Lochside	Taxus x media	'Melford'	5	#1	2013-06-22		
372	Lochside	Taxus x media	'Hicksii'	5	#1	2013-06-22		
373	Lochside	Mahonia X media	'Charity'	5	#1	2013-06-22		
374	Lochside	Phygelius X rectus	'Hot Pink'	5	#1	2013-06-22		
375	Lochside	Phygelius X rectus	'Cherry'	5	#1	2013-06-22		
