ID	Latin name	Use
2191	Cucumis metuliferus	Rootstock
2192	Cucumis sativus	Cosmetic
2193	Cucumis sativus	Repellent
2194	Cucurbita ficifolia	Containers
2195	Cucurbita foetidissima	Darning ball
2196	Cucurbita foetidissima	Musical
2197	Cucurbita foetidissima	Soap
2198	Cucurbita foetidissima	Starch
2199	Cucurbita maxima	Cosmetic
2200	Cucurbita maxima	Oil
2201	Cucurbita pepo	Oil
2202	Cudrania tricuspidata	Dye
2203	Cudrania tricuspidata	Wood
2204	Cuminum cyminum	Essential
2205	Cuminum cyminum	Insecticide
2206	Cunila origanoides	Essential
2207	Cunila origanoides	Repellent
2208	Cunninghamia lanceolata	Charcoal
2209	Cunninghamia lanceolata	Wood
2210	Cupressocyparis leylandii	Hedge
2211	Cupressocyparis leylandii	Shelterbelt
2212	Cupressus arizonica	Fuel
2213	Cupressus arizonica	Soil stabilization
2214	Cupressus arizonica	Wood
2215	Cupressus funebris	Wood
2216	Cupressus macrocarpa	Hedge
2217	Cupressus macrocarpa	Shelterbelt
2218	Cupressus macrocarpa	Wood
2219	Cupressus sempervirens	Cosmetic
2220	Cupressus sempervirens	Essential
2221	Cupressus sempervirens	Wood
2222	Cupressus torulosa	Incense
2223	Cupressus torulosa	Wood
2224	Cyathodes colensoi	Ground cover
2225	Cyathodes fraseri	Ground cover
2226	Cyathodes parviflora	Wood
2227	Cyclamen hederifolium	Ground cover
2228	Cycloloma atriplicifolium	Dye
2229	Cydonia oblonga	Gum
2230	Cydonia oblonga	Pectin
2231	Cydonia oblonga	Rootstock
2232	Cydonia oblonga	Size
2233	Cymbalaria muralis	Dye
2234	Cymopterus acaulis	Insecticide
2235	Cymopterus globosus	Insecticide
2236	Cynanchum acutum	Latex
2237	Cynanchum arnottianum	Insecticide
2238	Cynara cardunculus	Dye
2239	Cynara scolymus	Dye
2240	Cynodon dactylon	Biomass
2241	Cynodon dactylon	Ground cover
2242	Cynodon dactylon	Soil stabilization
2243	Cyperus aristatus	Weaving
2244	Cyperus distans	Weaving
2245	Cyperus esculentus	Oil
2246	Cyperus esculentus	Weaving
2247	Cyperus fendlerianus	Weaving
2248	Cyperus longus	Basketry
2249	Cyperus longus	Essential
2250	Cyperus longus	Paper
2251	Cyperus longus	Weaving
2252	Cyperus rotundus	Essential
2253	Cyperus rotundus	Weaving
2254	Cyperus schweinitzii	Weaving
2255	Cyperus setigerus	Weaving
2256	Cyperus tegetiformis	Fibre
2257	Cyperus tegetiformis	Weaving
2258	Cyperus ustulatus	Soil stabilization
2259	Cyperus ustulatus	Thatching
2260	Cyperus ustulatus	Weaving
2261	Cyrilla racemiflora	Wood
2262	Cystopteris bulbifera	Ground cover
2263	Cystopteris fragilis	Ground cover
2264	Cytisus scoparius	Basketry
2265	Cytisus scoparius	Broom
2266	Cytisus scoparius	Dye
2267	Cytisus scoparius	Essential
2268	Cytisus scoparius	Fibre
2269	Cytisus scoparius	Ground cover
2270	Cytisus scoparius	Paper
2271	Cytisus scoparius	Repellent
2272	Cytisus scoparius	Soil stabilization
2273	Cytisus scoparius	Tannin
2274	Cytisus scoparius	Wood
2275	Dacrycarpus dacrydioides	Hedge
2276	Dacrycarpus dacrydioides	Resin
2277	Dacrycarpus dacrydioides	Wood
2278	Dacrydium cupressinum	Lighting
2279	Dacrydium cupressinum	Tannin
2280	Dacrydium cupressinum	Wood
2281	Dactylis glomerata	Ground cover
2282	Dactylis glomerata	Soil stabilization
2283	Dahlia pinnata	Dye
2284	Dahlia rosea	Dye
2285	Dalea candida oligophylla	Broom
2286	Dalea candida oligophylla	Hair
2287	Dalea purpurea	Broom
2288	Daphne bholua	Fibre
2289	Daphne bholua	Paper
2290	Daphne involucrata	Paper
2291	Daphne mezereum	Dye
2292	Daphne mezereum	Oil
2293	Daphne odora	Ground cover
2294	Daphne odora	Pot-pourri
2295	Daphne papyracea	Paper
2296	Daphne pseudomezereum	Paper
2297	Daphniphyllum himalense	Wood
2298	Daphniphyllum macropodum	Wood
2299	Darmera peltata	Ground cover
2300	Darmera peltata	Oil
2301	Darmera peltata	Soil stabilization
2302	Dasylirion wheeleri	Basketry
2303	Dasylirion wheeleri	Thatching
2304	Dasylirion wheeleri	Weaving
2305	Datisca cannabina	Dye
2306	Datura stramonium	Hair
2307	Datura stramonium	Repellent
2308	Daucus carota	Cosmetic
2309	Daucus carota	Essential
2310	Daucus carota sativus	Alcohol
2311	Daucus carota sativus	Dye
2312	Daucus carota sativus	Essential
2313	Debregeasia hypoleuca	Fibre
2314	Debregeasia hypoleuca	Wood
2315	Debregeasia longifolia	Fibre
2316	Debregeasia wallichiana	Fibre
2317	Delphinium brachycentrum	Parasiticide
2318	Delphinium brunonianum	Oil
2319	Delphinium brunonianum	Parasiticide
2320	Delphinium caeruleum	Parasiticide
2321	Delphinium cashmerianum	Oil
2322	Delphinium cashmerianum	Parasiticide
2323	Delphinium denudatum	Parasiticide
2324	Delphinium glaucum	Parasiticide
2325	Delphinium menziesii	Dye
2326	Delphinium menziesii	Parasiticide
2327	Delphinium nuttallianum	Dye
2328	Delphinium nuttallianum	Ink
2329	Delphinium nuttallianum	Parasiticide
2330	Delphinium staphisagria	Insecticide
2331	Delphinium staphisagria	Parasiticide
2332	Dendranthema indicum	Oil
2333	Dendranthema x grandiflorum	Pollution
2334	Deschampsia caespitosa	Ground cover
2335	Descurainia sophia	Preservative
2336	Desmodium caudatum	Insecticide
2337	Desmodium elegans	Fibre
2338	Desmodium elegans	Fuel
2339	Deutzia scabra	Nails
2340	Deutzia scabra	Wood
2341	Dianella caerulea	Basketry
2342	Dianella caerulea	Fibre
2343	Dianella congesta	Basketry
2344	Dianella congesta	Fibre
2345	Dianella congesta	Soil stabilization
2346	Dianella laevis	Basketry
2347	Dianella laevis	Dye
2348	Dianella laevis	Fibre
2349	Dianella revoluta	Basketry
2350	Dianella revoluta	Fibre
2351	Dianella tasmanica	Basketry
2352	Dianella tasmanica	Fibre
2353	Dianthus caryophyllus	Essential
2354	Dianthus caryophyllus	Soap
2355	Dianthus gratianopolitanus	Ground cover
2356	Dichelachne crinita	Paper
2357	Dichelostemma pulchellum	Adhesive
2358	Dicksonia antarctica	Soil stabilization
2359	Dictamnus albus	Essential
2360	Diervilla lonicera	Soil stabilization
2361	Digitalis lutea	Preservative
2362	Digitalis purpurea	Dye
2363	Digitalis purpurea	Preservative
2364	Digitaria sanguinalis	Paper
2365	Dioscorea deltoidea	Parasiticide
2366	Dioscorea deltoidea	Soap
2367	Diospyros kaki	Cosmetic
2368	Diospyros kaki	Wood
2369	Diospyros lotus	Rootstock
2370	Diospyros lotus	Wood
2371	Diospyros virginiana	Soil stabilization
2372	Diospyros virginiana	Wood
2373	Dipsacus fullonum	Dye
2374	Dipsacus sativus	Brush
2375	Dipsacus sativus	Dye
2376	Dirca occidentalis	Basketry
2377	Dirca occidentalis	Fibre
2378	Dirca occidentalis	Paper
2379	Dirca occidentalis	String
2380	Dirca palustris	Basketry
2381	Dirca palustris	Fibre
2382	Dirca palustris	Hair
2383	Dirca palustris	Paper
2384	Dirca palustris	String
2385	Distylium racemosum	Porcelain
2386	Distylium racemosum	Wood
2387	Dittrichia viscosa	Dye
2388	Docynia delavayi	Fruit ripening
2389	Docynia indica	Wood
2390	Dodonaea viscosa	Hedge
2391	Dodonaea viscosa	Tannin
2392	Dodonaea viscosa	Wood
2393	Dorema ammoniacum	Porcelain
2394	Dorema ammoniacum	Resin
2395	Dracocephalum moldavica	Essential
2396	Drepanostachyum falcatum	Basketry
2397	Drepanostachyum falcatum	Soil stabilization
2398	Drepanostachyum falcatum	Weaving
2399	Himalayacalamus falconeri	Basketry
2400	Himalayacalamus falconeri	Weaving
2401	Drimys lanceolata	Hedge
2402	Drimys lanceolata	Wood
2403	Drimys winteri	Essential
2404	Drimys winteri	Wood
2405	Drosera rotundifolia	Fungicide
2406	Dryas octopetala	Ground cover
2407	Dryopteris carthusiana	Ground cover
2408	Dryopteris dilatata	Ground cover
2409	Dryopteris dilatata	Hair
2410	Dryopteris dilatata	Packing
2411	Dryopteris expansa	Hair
2412	Dryopteris filix-mas	Compost
2413	Dryopteris filix-mas	Ground cover
2414	Dryopteris filix-mas	Potash
2415	Dryopteris filix-mas	Tannin
2416	Dryopteris fragrans	Bedding
2417	Duchesnea indica	Ground cover
2418	Echinochloa crus-galli	Soil reclamation
2419	Echinocystis lobata	Beads
2420	Echium vulgare	Dye
2421	Eclipta prostrata	Dye
2422	Edgeworthia chrysantha	Paper
2423	Edgeworthia chrysantha	String
2424	Edgeworthia gardneri	Paper
2425	Edgeworthia gardneri	String
2426	Edgeworthia papyrifera	Paper
2427	Edgeworthia papyrifera	String
2428	Ehretia acuminata	Wood
2429	Ehretia anacua	Wood
2430	Ehretia dicksonii	Wood
2431	Ehretia ovalifolia	Wood
2432	Eichhornia crassipes	Biomass
2433	Eichhornia crassipes	Pollution
2434	Elaeagnus angustifolia	Essential
2435	Elaeagnus angustifolia	Fuel
2436	Elaeagnus angustifolia	Gum
2437	Elaeagnus angustifolia	Hedge
2438	Elaeagnus angustifolia	Wood
2439	Elaeagnus commutata	Beads
2440	Elaeagnus commutata	Fibre
2441	Elaeagnus commutata	Hedge
2442	Elaeagnus commutata	Soap
2443	Elaeagnus cordifolia	Hedge
2444	Elaeagnus fragrans	Hedge
2445	Elaeagnus glabra	Hedge
2446	Elaeagnus latifolia	Fuel
2447	Elaeagnus macrophylla	Hedge
2448	Elaeagnus multiflora	Hedge
2449	Elaeagnus multiflora	Rootstock
2450	Elaeagnus multiflora ovata	Hedge
2451	Elaeagnus multiflora ovata	Rootstock
2452	Elaeagnus orientalis	Hedge
2453	Elaeagnus parvifolia	Hedge
2454	Elaeagnus pungens	Hedge
2455	Elaeagnus umbellata	Fuel
2456	Elaeagnus umbellata	Hedge
2457	Elaeagnus x ebbingei	Hedge
2458	Elaeagnus x reflexa	Hedge
2459	Elaeocarpus cyaneus	Wood
2460	Elaeocarpus dentatus	Dye
2461	Elaeocarpus dentatus	Tannin
2462	Elaeocarpus hookerianus	Dye
2463	Elaeocarpus lanceaefolius	Charcoal
2464	Elaeocarpus lanceaefolius	Wood
2465	Eleocharis dulcis	Weaving
2466	Eleusine indica	Basketry
2467	Eleusine indica	Paper
2468	Eleusine indica	Weaving
2469	Eleutherococcus sieboldianus	Hedge
2470	Eleutherococcus spinosus	Hedge
2471	Elsholtzia fruticosa	Pot-pourri
2472	Elymus canadensis	Soil stabilization
2473	Elymus glauca	Soil stabilization
2474	Elymus glauca	Weaving
2475	Elytrigia juncea	Soil stabilization
2476	Elytrigia repens	Dye
2477	Elytrigia repens	Liquid feed
2478	Elytrigia repens	Soil stabilization
2479	Empetrum atropurpureum	Ground cover
2480	Empetrum eamesii	Ground cover
2481	Empetrum eamesii hermaphroditum	Ground cover
2482	Empetrum nigrum	Dye
2483	Empetrum nigrum	Ground cover
2484	Empetrum rubrum	Ground cover
2485	Encelia farinosa	Adhesive
2486	Encelia farinosa	Fuel
2487	Encelia farinosa	Incense
2488	Encelia farinosa	Resin
2489	Encelia farinosa	Varnish
2490	Encelia farinosa	Waterproofing
2491	Ensete ventricosum	Fibre
2492	Entelea arborescens	Wood
2493	Ephedra americana andina	Ground cover
2494	Ephedra distachya	Ground cover
2495	Ephedra gerardiana	Fuel
2496	Ephedra gerardiana	Ground cover
2497	Ephedra viridis	Dye
2498	Epigaea asiatica	Ground cover
2499	Epigaea repens	Ground cover
2500	Epilobium angustifolium	Fibre
2501	Epilobium angustifolium	Stuffing
2502	Epilobium angustifolium	Tinder
2503	Epilobium angustifolium	Weather protection
2504	Epilobium glabellum	Ground cover
2505	Epimedium grandiflorum	Ground cover
2506	Epimedium sagittatum	Ground cover
2507	Equisetum arvense	Dye
2508	Equisetum arvense	Fungicide
2509	Equisetum arvense	Liquid feed
2510	Equisetum arvense	Musical
2511	Equisetum arvense	Paper
2512	Equisetum arvense	Polish
2513	Equisetum arvense	Sandpaper
2514	Equisetum arvense	Scourer
2515	Equisetum hyemale	Dye
2516	Equisetum hyemale	Fungicide
2517	Equisetum hyemale	Liquid feed
2518	Equisetum hyemale	Musical
2519	Equisetum hyemale	Paper
2520	Equisetum hyemale	Parasiticide
2521	Equisetum hyemale	Polish
2522	Equisetum hyemale	Sandpaper
2523	Equisetum hyemale	Scourer
2524	Equisetum sylvaticum	Dye
2525	Equisetum sylvaticum	Fungicide
2526	Equisetum sylvaticum	Hair
2527	Equisetum sylvaticum	Sandpaper
2528	Equisetum sylvaticum	Scourer
2529	Equisetum telmateia	Basketry
2530	Equisetum telmateia	Fungicide
2531	Equisetum telmateia	Hair
2532	Equisetum telmateia	Liquid feed
2533	Equisetum telmateia	Polish
2534	Equisetum telmateia	Sandpaper
2535	Eragrostis curvula	Basketry
2536	Eragrostis curvula	Biomass
2537	Eragrostis curvula	Soil stabilization
2538	Eremurus anisopterus	Adhesive
2539	Eremurus aucherianus	Adhesive
2540	Eremurus olgae	Adhesive
2541	Eremurus regelii	Adhesive
2542	Eremurus robustus	Adhesive
2543	Eremurus spectabilis	Adhesive
2544	Eremurus spectabilis	Gum
2545	Eremurus spectabilis	Size
2546	Erica cerinthoides	Fire retardant
2547	Erica tetralix	Broom
2548	Erica tetralix	Dye
2549	Erica tetralix	Ground cover
2550	Erica vagans	Brush
2551	Erica vagans	Dye
2552	Erica vagans	Fuel
2553	Erica vagans	Ground cover
2554	Erica vagans	Thatching
2555	Erica x darleyensis	Ground cover
2556	Erica x darleyensis	Hedge
2557	Erica x veitchii	Hedge
2558	Erigeron affinis	Teeth
2559	Erigeron glaucus	Ground cover
2560	Eriobotrya japonica	Wood
2561	Eriodictyon californicum	Weaving
2562	Eriodictyon trichocalyx	Fire retardant
2563	Eriodictyon trichocalyx	Soil stabilization
2564	Eriogonum inflatum	Straw
2565	Eriophorum angustifolium	Paper
2566	Eriophorum angustifolium	Stuffing
2567	Eriophorum angustifolium	Tinder
2568	Eriophorum angustifolium	Weaving
2569	Eriophorum angustifolium	Wick
2570	Eriophorum gracile	Paper
2571	Eriophorum gracile	Stuffing
2572	Eriophorum gracile	Tinder
2573	Eriophorum gracile	Wick
2574	Erodium cicutarium	Dye
2575	Erodium cicutarium	Miscellany
2576	Erodium cicutarium	Weather forecasting
2577	Erodium cicutarium bipinnatum	Dye
2578	Erodium cicutarium bipinnatum	Weather forecasting
2579	Erodium hirtum	Dye
2580	Erodium jacquinianum	Dye
2581	Erodium malacoides	Dye
2582	Erodium moschatum	Dye
2583	Erodium stephanianum	Dye
2584	Eruca vesicaria sativa	Oil
2585	Eryngium maritimum	Soil stabilization
2586	Eryngium pandanifolium	Fibre
2587	Erysimum cheiri	Essential
2588	Erythronium americanum	Ground cover
2589	Escallonia species	Hedge
2590	Escallonia laevis	Hedge
2591	Escallonia pulverulenta	Hedge
2592	Escallonia rosea	Hedge
2593	Escallonia rubra	Hedge
2594	Escallonia rubra macrantha	Hedge
2595	Escallonia x exoniensis	Hedge
2596	Eucalyptus camaldulensis	Gum
2597	Eucalyptus camaldulensis	Soil stabilization
2598	Eucalyptus camaldulensis	Wood
2599	Eucalyptus citriodora	Essential
2600	Eucalyptus citriodora	Pot-pourri
2601	Eucalyptus citriodora	Repellent
2602	Eucalyptus citriodora	Tannin
2603	Eucalyptus citriodora	Wood
2604	Eucalyptus coccifera	Dye
2605	Eucalyptus coccifera	Fuel
2606	Eucalyptus dumosa	Essential
2607	Eucalyptus dumosa	Fuel
2608	Eucalyptus dumosa	Shelterbelt
2609	Eucalyptus globulus	Cleanser
2610	Eucalyptus globulus	Dye
2611	Eucalyptus globulus	Essential
2612	Eucalyptus globulus	Fuel
2613	Eucalyptus globulus	Repellent
2614	Eucalyptus globulus	Wood
2615	Eucalyptus gummifera	Fuel
2616	Eucalyptus gummifera	Shelterbelt
2617	Eucalyptus gummifera	Wood
2618	Eucalyptus gunnii	Essential
2619	Eucalyptus gunnii	Fuel
2620	Eucalyptus gunnii	Fungicide
2621	Eucalyptus gunnii	Repellent
2622	Eucalyptus johnstonii	Shelterbelt
2623	Eucalyptus johnstonii	Wood
2624	Eucalyptus largiflorens	Essential
2625	Eucalyptus largiflorens	Wood
2626	Eucalyptus leucoxylon	Dye
2627	Eucalyptus leucoxylon	Wood
2628	Eucalyptus macrorhyncha	Dye
2629	Eucalyptus macrorhyncha	Essential
2630	Eucalyptus macrorhyncha	Fibre
2631	Eucalyptus macrorhyncha	Wood
2632	Eucalyptus melliodora	Wood
2633	Eucalyptus microcorys	Wood
2634	Eucalyptus obliqua	Wood
2635	Eucalyptus pauciflora	Fuel
2636	Eucalyptus pauciflora	Shelterbelt
2637	Eucalyptus pauciflora	Wood
2638	Eucalyptus pauciflora niphophila	Essential
2639	Eucalyptus pauciflora niphophila	Fuel
2640	Eucalyptus pauciflora niphophila	Shelterbelt
2641	Eucalyptus perriniana	Essential
2642	Eucalyptus piperita	Essential
2643	Eucalyptus piperita	Fuel
2644	Eucalyptus piperita	Wood
2645	Eucalyptus polybractea	Essential
2646	Eucalyptus polybractea	Fuel
2647	Eucalyptus regnans	Wood
2648	Eucalyptus sideroxylon	Wood
2649	Eucalyptus viminalis	Adhesive
2650	Eucalyptus viminalis	Essential
2651	Eucalyptus viminalis	Fuel
2652	Eucalyptus viminalis	Repellent
2653	Eucalyptus viminalis	Soil stabilization
2654	Eucalyptus viminalis	Wood
2655	Eucommia ulmoides	Latex
2656	Eucommia ulmoides	Wood
2657	Eucryphia cordifolia	Charcoal
2658	Eucryphia cordifolia	Fuel
2659	Eucryphia cordifolia	Tannin
2660	Eucryphia cordifolia	Wood
2661	Eucryphia lucida	Hedge
2662	Eucryphia moorei	Tannin
2663	Eucryphia moorei	Wood
2664	Eucryphia x nymansensis	Hedge
2665	Euodia daniellii	Oil
2666	Euodia fraxinifolia	Essential
2667	Euodia fraxinifolia	Oil
2668	Euodia fraxinifolia	Wood
2669	Euonymus alatus	Hedge
2670	Euonymus alatus apterus	Hedge
2671	Euonymus atropurpureus	Wood
2672	Euonymus crenulatus	Cosmetic
2673	Euonymus europaeus	Charcoal
2674	Euonymus europaeus	Dye
2675	Euonymus europaeus	Insecticide
2676	Euonymus europaeus	Latex
2677	Euonymus europaeus	Oil
2678	Euonymus europaeus	Parasiticide
2679	Euonymus europaeus	Wood
2680	Euonymus fimbriatus	Beads
2681	Euonymus fimbriatus	Wood
2682	Euonymus fortunei	Ground cover
2683	Euonymus fortunei	Hedge
2684	Euonymus hamiltonianus	Latex
2685	Euonymus hamiltonianus	Wood
2686	Euonymus hamiltonianus maackii	Latex
2687	Euonymus hamiltonianus sieboldianus	Latex
2688	Euonymus hamiltonianus sieboldianus	Wood
2689	Euonymus japonicus	Hedge
2690	Euonymus japonicus	Latex
2691	Euonymus latifolius	Latex
2692	Euonymus lucidus	Cosmetic
2693	Euonymus lucidus	Fuel
2694	Euonymus lucidus	Wood
2695	Euonymus oxyphyllus	Wood
2696	Euonymus sachalinensis	Weaving
2697	Euonymus tingens	Cosmetic
2698	Euonymus tingens	Dye
2699	Euonymus tingens	Fuel
2700	Euonymus tingens	Wood
2701	Euonymus verrucosus	Latex
2702	Eupatorium cannabinum	Preservative
2703	Eupatorium cannabinum	Repellent
2704	Eupatorium capillifolium	Repellent
2705	Eupatorium capillifolium	Strewing
2706	Eupatorium compositifolium	Repellent
2707	Eupatorium compositifolium	Strewing
2708	Eupatorium lindleyanum	Hair
2709	Eupatorium maculatum	Straw
2710	Eupatorium purpureum	Dye
2711	Eupatorium purpureum	Straw
2712	Euphorbia antisyphilitica	Wax
2713	Euphorbia lathyris	Biomass
2714	Euphorbia lathyris	Latex
2715	Euphorbia lathyris	Oil
2716	Euphorbia lathyris	Repellent
2717	Euphorbia thomsoniana	Soap
2718	Eurya acuminata	Fuel
2719	Eurya acuminata	Wood
2720	Eurya chinensis	Fuel
2721	Eurya chinensis	Wood
2722	Eurya japonica	Fuel
2723	Eurya japonica	Wood
2724	Eurya symplocina	Fuel
2725	Eurya symplocina	Wood
2726	Exocarpus cupressiformis	Tannin
2727	Exocarpus cupressiformis	Wood
2728	Fagopyrum esculentum	Dye
2729	Fagopyrum esculentum	Green manure
2730	Fagopyrum esculentum	Soil reclamation
2731	Fagus grandifolia	Charcoal
2732	Fagus grandifolia	Oil
2733	Fagus grandifolia	Wood
2734	Fagus sylvatica	Charcoal
2735	Fagus sylvatica	Fuel
2736	Fagus sylvatica	Hedge
2737	Fagus sylvatica	Stuffing
2738	Fagus sylvatica	Teeth
2739	Fagus sylvatica	Wood
2740	Fallugia paradoxa	Broom
2741	Fallugia paradoxa	Hair
2742	Fallugia paradoxa	Oil
2743	Fallugia paradoxa	Soil stabilization
2744	Fargesia nitida	Basketry
2745	Fargesia nitida	Hedge
2746	Fargesia nitida	Plant support
2747	Fargesia nitida	Wood
2748	Ferula assa-foetida	Essential
2749	Ferula assa-foetida	Gum
2750	Ferula communis	Furniture
2751	Ferula communis	Gum
2752	Ferula communis	Tinder
2753	Ferula foetida	Essential
2754	Ferula foetida	Gum
2755	Ferula marmarica	Gum
2756	Ferula moschata	Gum
2757	Ferula narthex	Gum
2758	Ferula persica	Gum
2759	Ferula schair	Gum
2760	Ferula szowitziana	Gum
2761	Ferula tingitana	Gum
2762	Filipendula ulmaria	Dye
2763	Filipendula ulmaria	Essential
2764	Filipendula ulmaria	Pot-pourri
2765	Filipendula ulmaria	Strewing
2766	Filipendula vulgaris	Ground cover
2767	Firmiana simplex	Fibre
2768	Firmiana simplex	Hair
2769	Firmiana simplex	Wood
2770	Fitzroya cupressoides	Fibre
2771	Fitzroya cupressoides	Wood
2772	Foeniculum vulgare	Dye
2773	Foeniculum vulgare	Essential
2774	Foeniculum vulgare	Repellent
2775	Foeniculum vulgare	Strewing
2776	Foeniculum vulgare azoricum	Dye
2777	Foeniculum vulgare azoricum	Essential
2778	Foeniculum vulgare azoricum	Repellent
2779	Foeniculum vulgare azoricum	Strewing
2780	Foeniculum vulgare dulce	Dye
2781	Foeniculum vulgare dulce	Essential
2782	Foeniculum vulgare dulce	Repellent
2783	Foeniculum vulgare dulce	Strewing
2784	Fontanesia phillyreoides fortunei	Hedge
2785	Forestiera acuminata	Wood
2786	Forestiera neomexicana	Miscellany
2787	Forsythia suspensa	Ground cover
2788	Forsythia x intermedia	Hedge
2789	Fortunella japonica	Essential
2790	Fragaria	Ground cover
2791	Fragaria californica	Ground cover
2792	Fragaria chiloensis	Ground cover
2793	Fragaria daltoniana	Ground cover
2794	Fragaria moschata	Ground cover
2795	Fragaria vesca	Cosmetic
2796	Fragaria vesca	Teeth
2797	Fragaria vesca 'Semperflorens'	Compost
2798	Fragaria vesca 'Semperflorens'	Teeth
2799	Fragaria virginiana	Teeth
2800	Fragaria viridis	Ground cover
2801	Frasera speciosa	Parasiticide
2802	Fraxinus americana	Dye
2803	Fraxinus americana	Repellent
2804	Fraxinus americana	Shelterbelt
2805	Fraxinus americana	Wood
2806	Fraxinus bungeana	Wax
2807	Fraxinus bungeana	Weather protection
2808	Fraxinus chinensis rhynchophylla	Weather protection
2809	Fraxinus chinensis rhynchophylla	Wood
2810	Fraxinus excelsior	Dye
2811	Fraxinus excelsior	Fuel
2812	Fraxinus excelsior	Shelterbelt
2813	Fraxinus excelsior	String
2814	Fraxinus excelsior	Tannin
2815	Fraxinus excelsior	Wood
2816	Fraxinus floribunda	Wood
2817	Fraxinus hookeri	Wood
2818	Fraxinus latifolia	Shelterbelt
2819	Fraxinus latifolia	Wood
2820	Fraxinus longicuspis	Ink
2821	Fraxinus nigra	Basketry
2822	Fraxinus nigra	Dye
2823	Fraxinus nigra	Fuel
2824	Fraxinus nigra	Wood
2825	Fraxinus pennsylvanica	Basketry
2826	Fraxinus pennsylvanica	Dye
2827	Fraxinus pennsylvanica	Shelterbelt
2828	Fraxinus pennsylvanica	Wood
2829	Fraxinus quadrangulata	Dye
2830	Fraxinus quadrangulata	Wood
2831	Fraxinus sieboldiana	Wood
2832	Fraxinus texensis	Fuel
2833	Fraxinus texensis	Wood
2834	Fraxinus velutina	Shelterbelt
2835	Fraxinus velutina	Wood
2836	Fraxinus xanthoxyloides	Fuel
2837	Fraxinus xanthoxyloides	Wood
2838	Fremontodendron californicum	Fibre
2839	Fremontodendron californicum	Wood
2840	Fuchsia species	Hedge
2841	Fuchsia colensoi	Cosmetic
2842	Fuchsia colensoi	Dye
2843	Fuchsia colensoi	Ink
2844	Fuchsia colensoi	Wood
2845	Fuchsia excorticata	Cosmetic
2846	Fuchsia excorticata	Dye
2847	Fuchsia excorticata	Ink
2848	Fuchsia excorticata	Wood
2849	Fuchsia magellanica	Dye
2850	Fuchsia magellanica	Ground cover
2851	Fuchsia magellanica	Hedge
2852	Fuchsia procumbens	Ground cover
2853	Fumaria officinalis	Baby care
2854	Fumaria officinalis	Dye
2855	Galax urceolata	Ground cover
2856	Galega officinalis	Cosmetic
2857	Galega officinalis	Green manure
2858	Galeopsis bifida	Oil
2859	Galeopsis ladanum	Oil
2860	Galeopsis speciosa	Oil
2861	Galeopsis tetrahit	Fibre
2862	Galeopsis tetrahit	Oil
2863	Galium aparine	Cleanser
2864	Galium aparine	Dye
2865	Galium aparine	Filter
2866	Galium aparine	Tinder
2867	Galium boreale	Dye
2868	Galium boreale	Stuffing
2869	Galium gracile	Dye
2870	Galium mollugo	Dye
2871	Galium mollugo	Ground cover
2872	Galium odoratum	Dye
2873	Galium odoratum	Ground cover
2874	Galium odoratum	Pot-pourri
2875	Galium odoratum	Repellent
2876	Galium odoratum	Strewing
2877	Galium spurium	Dye
2878	Galium triflorum	Cosmetic
2879	Galium triflorum	Dye
2880	Galium triflorum	Hair
2881	Galium triflorum	Stuffing
2882	Galium verum	Dye
2883	Galium verum	Repellent
2884	Galium verum	Strewing
2885	Galium verum	Stuffing
2886	Garrya elliptica	Dye
2887	Garrya elliptica	Hedge
2888	Garrya elliptica	Repellent
2889	Garrya elliptica	Wood
2890	Gaultheria adenothrix	Ground cover
2891	Gaultheria depressa	Ground cover
2892	Gaultheria fragrantissima	Essential
2893	Gaultheria hispidula	Ground cover
2894	Gaultheria humifusa	Dye
2895	Gaultheria humifusa	Ground cover
2896	Gaultheria macrostigma	Ground cover
2897	Gaultheria mucronata	Ground cover
2898	Gaultheria mucronata	Hedge
2899	Gaultheria myrsinoides	Ground cover
2900	Gaultheria nummularioides	Ground cover
2901	Gaultheria ovatifolia	Ground cover
2902	Gaultheria procumbens	Essential
2903	Gaultheria procumbens	Ground cover
2904	Gaultheria pumila leucocarpa	Ground cover
2905	Gaultheria shallon	Dye
2906	Gaultheria shallon	Ground cover
2907	Gaultheria trichophylla	Ground cover
2908	Gaultheria x wisleyensis	Ground cover
2909	Gaylussacia brachycera	Ground cover
2910	Geitonoplesium cymosum	Fibre
2911	Genista germanica	Dye
2912	Genista hispanica	Ground cover
2913	Genista hispanica	Hedge
2914	Genista tinctoria	Dye
2915	Genista tinctoria	Fibre
2916	Genista tinctoria	Ground cover
2917	Gentiana pneumonanthe	Dye
2918	Geranium dissectum	Dye
2919	Geranium dissectum	Tannin
2920	Geranium macrorrhizum	Essential
2921	Geranium macrorrhizum	Ground cover
2922	Geranium macrorrhizum	Pot-pourri
2923	Geranium maculatum	Dye
2924	Geranium maculatum	Ground cover
2925	Geranium maculatum	Tannin
2926	Geranium nepalense	Dye
2927	Geranium robertianum	Dye
2928	Geranium robertianum	Repellent
2929	Geranium sylvaticum	Dye
2930	Geranium sylvaticum	Ground cover
2931	Geranium wallichianum	Dye
2932	Geranium wallichianum	Ground cover
2933	Geranium wallichianum	Tannin
2934	Gerbera lanuginosa	Fibre
2935	Gerbera lanuginosa	Tinder
2936	Geum rivale	Ground cover
2937	Geum rivale	Repellent
2938	Geum triflorum	Essential
