ID	Latin name	Use
1	Abelmoschus esculentus	Antispasmodic
2	Abelmoschus esculentus	Demulcent
3	Abelmoschus esculentus	Diaphoretic
4	Abelmoschus esculentus	Diuretic
5	Abelmoschus esculentus	Emollient
6	Abelmoschus esculentus	Stimulant
7	Abelmoschus manihot	Emmenagogue
8	Abelmoschus moschatus	Antihalitosis
9	Abelmoschus moschatus	Antispasmodic
10	Abelmoschus moschatus	Aphrodisiac
11	Abelmoschus moschatus	Aromatherapy
12	Abelmoschus moschatus	Digestive
13	Abelmoschus moschatus	Nervine
14	Abelmoschus moschatus	Stomachic
15	Abies alba	Antibiotic
16	Abies alba	Antirheumatic
17	Abies alba	Antiseptic
18	Abies alba	Astringent
19	Abies alba	Balsamic
20	Abies alba	Diuretic
21	Abies alba	Expectorant
22	Abies alba	Vasoconstrictor
23	Abies alba	Vulnerary
24	Abies balsamea	Analgesic
25	Abies balsamea	Antiscorbutic
26	Abies balsamea	Antiseptic
27	Abies balsamea	Diuretic
28	Abies balsamea	Poultice
29	Abies balsamea	Stimulant
30	Abies balsamea	Tonic
31	Abies balsamea	VD
32	Abies concolor	Antirheumatic
33	Abies concolor	Pectoral
34	Abies concolor	Poultice
35	Abies concolor	TB
36	Abies fraseri	Analgesic
37	Abies fraseri	Antiscorbutic
38	Abies fraseri	Antiseptic
39	Abies fraseri	Diuretic
40	Abies fraseri	Poultice
41	Abies fraseri	Stimulant
42	Abies fraseri	Tonic
43	Abies fraseri	VD
44	Abies grandis	Antirheumatic
45	Abies grandis	Laxative
46	Abies grandis	Ophthalmic
47	Abies grandis	Skin
48	Abies grandis	Stomachic
49	Abies grandis	TB
50	Abies grandis	Tonic
51	Abies lasiocarpa	Antihalitosis
52	Abies lasiocarpa	Antiseptic
53	Abies lasiocarpa	Emetic
54	Abies lasiocarpa	Foot care
55	Abies lasiocarpa	Laxative
56	Abies lasiocarpa	Poultice
57	Abies lasiocarpa	TB
58	Abies lasiocarpa	Tonic
59	Abies procera	Pectoral
60	Abies religiosa	Balsamic
61	Abies sibirica	Antirheumatic
62	Abies sibirica	Expectorant
63	Abies sibirica	Stimulant
64	Abies spectabilis	Antiperiodic
65	Abies spectabilis	Astringent
66	Abies spectabilis	Carminative
67	Abies spectabilis	Expectorant
68	Abies spectabilis	Stomachic
69	Abies spectabilis	Tonic
70	Abronia fragrans	Cathartic
71	Abronia fragrans	Diaphoretic
72	Abronia fragrans	Emetic
73	Abutilon theophrasti	Astringent
74	Abutilon theophrasti	Demulcent
75	Abutilon theophrasti	Diuretic
76	Abutilon theophrasti	Emollient
77	Abutilon theophrasti	Laxative
78	Abutilon theophrasti	Ophthalmic
79	Abutilon theophrasti	Poultice
80	Abutilon theophrasti	Stomachic
81	Acacia decurrens	Astringent
82	Acacia farnesiana	Astringent
83	Acacia farnesiana	Demulcent
84	Acacia farnesiana	Poultice
85	Acacia farnesiana	Stomachic
86	Acacia melanoxylon	Antirheumatic
87	Acaenia anserinifolia	Antiphlogistic
88	Acaenia anserinifolia	Diuretic
89	Acaenia anserinifolia	Vulnerary
90	Acanthus mollis	Astringent
91	Acanthus mollis	Detergent
92	Acanthus mollis	Emollient
93	Acanthus mollis	Vulnerary
94	Acer campestre	Anticholesterolemic
95	Acer campestre	Astringent
96	Acer circinatum	Astringent
97	Acer glabrum	Antiemetic
98	Acer glabrum	Birthing aid
99	Acer glabrum	Cathartic
100	Acer glabrum	Galactogogue
101	Acer macrophyllum	TB
102	Acer macrophyllum	Tonic
103	Acer mono	Astringent
104	Acer mono	Irritant
105	Acer negundo	Emetic
106	Acer pensylvanicum	Antiemetic
107	Acer pensylvanicum	Emetic
108	Acer pensylvanicum	Kidney
109	Acer pensylvanicum	Pectoral
110	Acer pseudoplatanus	Astringent
111	Acer pseudoplatanus	Vulnerary
112	Acer rubrum	Antispasmodic
113	Acer rubrum	Astringent
114	Acer rubrum	Ophthalmic
115	Acer saccharinum	Antispasmodic
116	Acer saccharinum	Astringent
117	Acer saccharinum	Ophthalmic
118	Acer saccharinum	Skin
119	Acer saccharinum	VD
120	Acer saccharum	Blood tonic
121	Acer saccharum	Diuretic
122	Acer saccharum	Expectorant
123	Acer saccharum	Hepatic
124	Acer saccharum	Ophthalmic
125	Acer saccharum nigrum	Astringent
126	Acer spicatum	Astringent
127	Acer spicatum	Ophthalmic
128	Acer spicatum	Poultice
129	Achillea erba-rotta moschata	Appetizer
130	Achillea erba-rotta moschata	Diaphoretic
131	Achillea erba-rotta moschata	Digestive
132	Achillea erba-rotta moschata	Diuretic
133	Achillea erba-rotta moschata	Stomachic
134	Achillea erba-rotta moschata	Tonic
135	Achillea millefolium	Antiinflammatory
136	Achillea millefolium	Antiseptic
137	Achillea millefolium	Antispasmodic
138	Achillea millefolium	Aromatic
139	Achillea millefolium	Astringent
140	Achillea millefolium	Carminative
141	Achillea millefolium	Cholagogue
142	Achillea millefolium	Diaphoretic
143	Achillea millefolium	Digestive
144	Achillea millefolium	Emmenagogue
145	Achillea millefolium	Odontalgic
146	Achillea millefolium	Stimulant
147	Achillea millefolium	Tonic
148	Achillea millefolium	Vasodilator
149	Achillea millefolium	Vulnerary
150	Achillea ptarmica	Cardiac
151	Achillea ptarmica	Diaphoretic
152	Achillea ptarmica	Digestive
153	Achillea ptarmica	Emmenagogue
154	Achillea ptarmica	Odontalgic
155	Achillea ptarmica	Sternutatory
156	Achillea ptarmica	Styptic
157	Achillea santolina	Carminative
158	Achillea santolina	Stomachic
159	Achillea santolina	Tonic
160	Achillea sibirica	Antibacterial
161	Achillea sibirica	Antiinflammatory
162	Achillea sibirica	Carminative
163	Achillea sibirica	Diaphoretic
164	Achillea sibirica	Emmenagogue
165	Achillea sibirica	Odontalgic
166	Achillea sibirica	Stomachic
167	Achillea sibirica	Tonic
168	Achyranthes bidentata	Anodyne
169	Achyranthes bidentata	Antirheumatic
170	Achyranthes bidentata	Bitter
171	Achyranthes bidentata	Digestive
172	Achyranthes bidentata	Diuretic
173	Achyranthes bidentata	Emmenagogue
174	Achyranthes bidentata	Vasodilator
175	Achyranthes faureri	Diuretic
176	Achyranthes faureri	Emmenagogue
177	Acinos alpinus	Diaphoretic
178	Acinos alpinus	Febrifuge
179	Acinos arvensis	Diuretic
180	Acinos arvensis	Odontalgic
181	Acinos arvensis	Rubefacient
182	Acinos arvensis	Stomachic
183	Acinos rotundifolius	Aphrodisiac
184	Acinos rotundifolius	Stimulant
185	Aconitum balfourii	Analgesic
186	Aconitum balfourii	Antiinflammatory
187	Aconitum balfourii	Antirheumatic
188	Aconitum balfourii	Vermifuge
189	Aconitum carmichaelii	Anaesthetic
190	Aconitum carmichaelii	Analgesic
191	Aconitum carmichaelii	Antiinflammatory
192	Aconitum carmichaelii	Antirheumatic
193	Aconitum carmichaelii	Cardiotonic
194	Aconitum carmichaelii	Vasodilator
195	Aconitum chasmanthum	Analgesic
196	Aconitum chasmanthum	Anodyne
197	Aconitum chasmanthum	Diaphoretic
198	Aconitum chasmanthum	Diuretic
199	Aconitum chasmanthum	Irritant
200	Aconitum chasmanthum	Sedative
201	Aconitum chinense	Analgesic
202	Aconitum chinense	Anodyne
203	Aconitum chinense	Carminative
204	Aconitum chinense	Diaphoretic
205	Aconitum chinense	Diuretic
206	Aconitum chinense	Irritant
207	Aconitum chinense	Sedative
208	Aconitum columbianum	Nervine
209	Aconitum columbianum	Sedative
210	Aconitum delphinifolium	Miscellany
211	Aconitum dienorrhizum	Miscellany
212	Aconitum ferox	Alterative
213	Aconitum ferox	Anaesthetic
214	Aconitum ferox	Antiarthritic
215	Aconitum ferox	Deobstruent
216	Aconitum ferox	Diaphoretic
217	Aconitum ferox	Diuretic
218	Aconitum ferox	Sedative
219	Aconitum ferox	Stimulant
220	Aconitum fischeri	Alterative
221	Aconitum fischeri	Anaesthetic
222	Aconitum fischeri	Antiarthritic
223	Aconitum fischeri	Deobstruent
224	Aconitum fischeri	Diaphoretic
225	Aconitum fischeri	Diuretic
226	Aconitum fischeri	Sedative
227	Aconitum fischeri	Stimulant
228	Aconitum gammiei	Stomachic
229	Aconitum heterophyllum	Analgesic
230	Aconitum heterophyllum	Antiinflammatory
231	Aconitum heterophyllum	Antiperiodic
232	Aconitum heterophyllum	Aphrodisiac
233	Aconitum heterophyllum	Astringent
234	Aconitum heterophyllum	Cholagogue
235	Aconitum heterophyllum	Febrifuge
236	Aconitum heterophyllum	Tonic
237	Aconitum japonicum	Analgesic
238	Aconitum japonicum	Antirheumatic
239	Aconitum kusnezoffii	Alterative
240	Aconitum kusnezoffii	Anaesthetic
241	Aconitum kusnezoffii	Antiarthritic
242	Aconitum kusnezoffii	Deobstruent
243	Aconitum kusnezoffii	Diaphoretic
244	Aconitum kusnezoffii	Diuretic
245	Aconitum kusnezoffii	Sedative
246	Aconitum kusnezoffii	Stimulant
247	Aconitum lycoctonum	Alterative
248	Aconitum lycoctonum	Anaesthetic
249	Aconitum lycoctonum	Antiarthritic
250	Aconitum lycoctonum	Antitussive
251	Aconitum lycoctonum	Deobstruent
252	Aconitum lycoctonum	Diaphoretic
253	Aconitum lycoctonum	Diuretic
254	Aconitum lycoctonum	Sedative
255	Aconitum lycoctonum	Stimulant
256	Aconitum lycoctonum vulparia	Analgesic
257	Aconitum lycoctonum vulparia	Anodyne
258	Aconitum lycoctonum vulparia	Diaphoretic
259	Aconitum lycoctonum vulparia	Diuretic
260	Aconitum lycoctonum vulparia	Irritant
261	Aconitum lycoctonum vulparia	Sedative
262	Aconitum napellus	Analgesic
263	Aconitum napellus	Anodyne
264	Aconitum napellus	Antirheumatic
265	Aconitum napellus	Diaphoretic
266	Aconitum napellus	Diuretic
267	Aconitum napellus	Febrifuge
268	Aconitum napellus	Homeopathy
269	Aconitum napellus	Irritant
270	Aconitum napellus	Sedative
271	Aconitum orientale	Anodyne
272	Aconitum orientale	Diaphoretic
273	Aconitum orientale	Diuretic
274	Aconitum palmatum	Antiperiodic
275	Aconitum palmatum	Tonic
276	Aconitum uncinatum	Alterative
277	Aconitum uncinatum	Anaesthetic
278	Aconitum uncinatum	Antiarthritic
279	Aconitum uncinatum	Deobstruent
280	Aconitum uncinatum	Diaphoretic
281	Aconitum uncinatum	Diuretic
282	Aconitum uncinatum	Sedative
283	Aconitum uncinatum	Stimulant
284	Aconitum violaceum	Antidote
285	Aconitum violaceum	Antiinflammatory
286	Aconitum violaceum	Febrifuge
287	Aconitum volubile	Anaesthetic
288	Aconitum volubile	Anodyne
289	Aconitum volubile	Diaphoretic
290	Aconitum volubile	Diuretic
291	Acorus calamus	Abortifacient
292	Acorus calamus	Anodyne
293	Acorus calamus	Aphrodisiac
294	Acorus calamus	Aromatic
295	Acorus calamus	Carminative
296	Acorus calamus	Diaphoretic
297	Acorus calamus	Emmenagogue
298	Acorus calamus	Febrifuge
299	Acorus calamus	Hallucinogenic
300	Acorus calamus	Homeopathy
301	Acorus calamus	Odontalgic
302	Acorus calamus	Sedative
303	Acorus calamus	Stimulant
304	Acorus calamus	Stomachic
305	Acorus calamus	Tonic
306	Acorus calamus	Vermifuge
307	Acorus gramineus	Anodyne
308	Acorus gramineus	Antibacterial
309	Acorus gramineus	Antifungal
310	Acorus gramineus	Antiperiodic
311	Acorus gramineus	Antirheumatic
312	Acorus gramineus	Antispasmodic
313	Acorus gramineus	Aromatic
314	Acorus gramineus	Cardiac
315	Acorus gramineus	Carminative
316	Acorus gramineus	Diaphoretic
317	Acorus gramineus	Diuretic
318	Acorus gramineus	Emmenagogue
319	Acorus gramineus	Expectorant
320	Acorus gramineus	Febrifuge
321	Acorus gramineus	Sedative
322	Acorus gramineus	Stimulant
323	Acorus gramineus	Stomachic
324	Acorus gramineus	Tonic
325	Acorus gramineus	Vermifuge
326	Actaea pachypoda	Antipruritic
327	Actaea pachypoda	Antirheumatic
328	Actaea pachypoda	Emmenagogue
329	Actaea pachypoda	Galactogogue
330	Actaea pachypoda	Hypnotic
331	Actaea pachypoda	Oxytoxic
332	Actaea pachypoda	Stimulant
333	Actaea pachypoda	VD
334	Actaea rubra	Analgesic
335	Actaea rubra	Antirheumatic
336	Actaea rubra	Appetizer
337	Actaea rubra	Emetic
338	Actaea rubra	Galactogogue
339	Actaea rubra	Purgative
340	Actaea rubra	Rubefacient
341	Actaea spicata	Antidote
342	Actaea spicata	Antispasmodic
343	Actaea spicata	Cytostatic
344	Actaea spicata	Nervine
345	Actinidia chinensis	Diuretic
346	Actinidia chinensis	Febrifuge
347	Actinidia chinensis	Sedative
348	Actinidia deliciosa	Diuretic
349	Actinidia deliciosa	Febrifuge
350	Actinidia deliciosa	Sedative
351	Actinidia polygama	Hallucinogenic
352	Actinidia polygama	Sedative
353	Adenophora remotiflora	Antidote
354	Adenophora remotiflora	Demulcent
355	Adenophora remotiflora	Expectorant
356	Adenophora stricta	Antitussive
357	Adenophora stricta	Expectorant
358	Adenophora triphylla	Expectorant
359	Adenophora verticillata	Antidote
360	Adenophora verticillata	Antifungal
361	Adenophora verticillata	Cardiotonic
362	Adenophora verticillata	Expectorant
363	Adenophora verticillata	Febrifuge
364	Adenophora verticillata	Sialagogue
365	Adenophora verticillata	Stomachic
366	Adenophora verticillata	Women's complaints
367	Adenostoma fasciculatum	Antirheumatic
368	Adenostoma fasciculatum	Disinfectant
369	Adiantum capillus-veneris	Antidandruff
370	Adiantum capillus-veneris	Antitussive
371	Adiantum capillus-veneris	Depurative
372	Adiantum capillus-veneris	Emmenagogue
373	Adiantum capillus-veneris	Expectorant
374	Adiantum capillus-veneris	Galactogogue
375	Adiantum capillus-veneris	Refrigerant
376	Adiantum capillus-veneris	Stings
377	Adiantum capillus-veneris	Tonic
378	Adiantum capillus-veneris	Vermifuge
379	Adiantum pedatum	Antirheumatic
380	Adiantum pedatum	Astringent
381	Adiantum pedatum	Demulcent
382	Adiantum pedatum	Emmenagogue
383	Adiantum pedatum	Expectorant
384	Adiantum pedatum	Febrifuge
385	Adiantum pedatum	Haemostatic
386	Adiantum pedatum	Pectoral
387	Adiantum pedatum	Tonic
388	Adiantum venustum	Astringent
389	Adiantum venustum	Diuretic
390	Adiantum venustum	Emetic
391	Adiantum venustum	Emmenagogue
392	Adiantum venustum	Expectorant
393	Adiantum venustum	Resolvent
394	Adiantum venustum	Tonic
395	Adonis aestivalis	Cardiotonic
396	Adonis aestivalis	Diuretic
397	Adonis aestivalis	Laxative
398	Adonis aestivalis	Lithontripic
399	Adonis amurensis	Cardiotonic
400	Adonis amurensis	Diuretic
401	Adonis amurensis	Sedative
402	Adonis vernalis	Cardiotonic
403	Adonis vernalis	Diuretic
404	Adonis vernalis	Sedative
405	Adonis vernalis	Vasoconstrictor
406	Aegopodium podagraria	Antirheumatic
407	Aegopodium podagraria	Diuretic
408	Aegopodium podagraria	Sedative
409	Aegopodium podagraria	Vulnerary
410	Aesculus californica	Expectorant
411	Aesculus californica	Odontalgic
412	Aesculus californica	Salve
413	Aesculus chinensis	Antirheumatic
414	Aesculus chinensis	Emetic
415	Aesculus glabra	Antispasmodic
416	Aesculus glabra	Miscellany
417	Aesculus hippocastanum	Alterative
418	Aesculus hippocastanum	Analgesic
419	Aesculus hippocastanum	Antiinflammatory
420	Aesculus hippocastanum	Astringent
421	Aesculus hippocastanum	Bach
422	Aesculus hippocastanum	Diuretic
423	Aesculus hippocastanum	Expectorant
424	Aesculus hippocastanum	Febrifuge
425	Aesculus hippocastanum	Haemostatic
426	Aesculus hippocastanum	Narcotic
427	Aesculus hippocastanum	Tonic
428	Aesculus hippocastanum	Vasoconstrictor
429	Aesculus hippocastanum	Vulnerary
430	Aesculus indica	Antirheumatic
431	Aesculus indica	Stomachic
432	Aesculus parviflora	Antiperiodic
433	Aesculus parviflora	Antirheumatic
434	Aesculus parviflora	Miscellany
435	Aesculus pavia	Cancer
436	Aesculus pavia	Hypnotic
437	Aesculus pavia	Odontalgic
438	Aesculus pavia	Salve
439	Aesculus x carnea	Bach
440	Aethusa cynapium	Sedative
441	Aethusa cynapium	Stomachic
442	Agapanthus africanus	Cardiac
443	Agapanthus africanus	Stomachic
444	Agapanthus campanulatus	Cardiac
445	Agapanthus campanulatus	Stomachic
446	Agapanthus praecox minimus	Cardiac
447	Agapanthus praecox minimus	Stomachic
448	Agastache foeniculum	Cardiac
449	Agastache foeniculum	Diaphoretic
450	Agastache foeniculum	Pectoral
451	Agastache foeniculum	Poultice
452	Agastache neomexicana	Febrifuge
453	Agastache neomexicana	Salve
454	Agastache rugosa	Antibacterial
455	Agastache rugosa	Antifungal
456	Agastache rugosa	Antipyretic
457	Agastache rugosa	Aromatic
458	Agastache rugosa	Cancer
459	Agastache rugosa	Carminative
460	Agastache rugosa	Diaphoretic
461	Agastache rugosa	Febrifuge
462	Agastache rugosa	Refrigerant
463	Agastache rugosa	Stomachic
464	Agastache urticifolia	Analgesic
465	Agastache urticifolia	Antirheumatic
466	Agastache urticifolia	Stomachic
467	Agave americana	Antiseptic
468	Agave americana	Diaphoretic
469	Agave americana	Diuretic
470	Agave americana	Laxative
471	Agave americana	Miscellany
472	Agave americana	Odontalgic
473	Agave americana	VD
474	Agave parryi	Antiseptic
475	Agave parryi	Diuretic
476	Agave parryi	Laxative
477	Agave utahensis discreta	Antiseptic
478	Agave utahensis discreta	Diuretic
479	Agave utahensis discreta	Laxative
480	Agave utahensis eborispina	Antiseptic
481	Agave utahensis eborispina	Diuretic
482	Agave utahensis eborispina	Laxative
483	Ageratina aromatica	Antispasmodic
484	Ageratina aromatica	Diaphoretic
485	Ageratina aromatica	Diuretic
486	Ageratina aromatica	Expectorant
487	Ageratina occidentalis	Antirheumatic
488	Ageratum conyzoides	Lithontripic
489	Ageratum conyzoides	Styptic
490	Agoseris aurantiaca	Vulnerary
491	Agoseris glauca	Laxative
492	Agoseris glauca	Poultice
493	Agoseris glauca	Warts
494	Agrimonia eupatoria	Antiaphonic
495	Agrimonia eupatoria	Astringent
496	Agrimonia eupatoria	Bach
497	Agrimonia eupatoria	Blood purifier
498	Agrimonia eupatoria	Cholagogue
499	Agrimonia eupatoria	Diuretic
500	Agrimonia eupatoria	Hepatic
501	Agrimonia eupatoria	Skin
502	Agrimonia eupatoria	Tonic
503	Agrimonia eupatoria	Vulnerary
504	Agrimonia parviflora	Astringent
505	Agrimonia parviflora	Febrifuge
506	Agrimonia pilosa	Analgesic
507	Agrimonia pilosa	Antibacterial
508	Agrimonia pilosa	Antiinflammatory
509	Agrimonia pilosa	Antipyretic
510	Agrimonia pilosa	Astringent
511	Agrimonia pilosa	Cardiotonic
512	Agrimonia pilosa	Haemostatic
513	Agrimonia pilosa	Hypoglycaemic
514	Agrimonia pilosa	Vasoconstrictor
515	Agrimonia pilosa	Vermifuge
516	Agrostemma githago	Diuretic
517	Agrostemma githago	Expectorant
518	Agrostemma githago	Homeopathy
519	Agrostemma githago	Vermifuge
520	Ailanthus altissima	Anthelmintic
521	Ailanthus altissima	Antibacterial
522	Ailanthus altissima	Antispasmodic
523	Ailanthus altissima	Astringent
524	Ailanthus altissima	Bitter
525	Ailanthus altissima	Cardiac
526	Ailanthus altissima	Deobstruent
527	Ailanthus altissima	Diuretic
528	Ailanthus altissima	Emetic
529	Ailanthus altissima	Emmenagogue
530	Ailanthus altissima	Febrifuge
531	Ailanthus altissima	Rubefacient
532	Ajuga australis	Salve
533	Ajuga bracteosa	Antiperiodic
534	Ajuga bracteosa	Aromatic
535	Ajuga bracteosa	Astringent
536	Ajuga bracteosa	Tonic
537	Ajuga chamaepitys	Diuretic
538	Ajuga chamaepitys	Emmenagogue
539	Ajuga chamaepitys	Stimulant
540	Ajuga chamaepitys	Women's complaints
541	Ajuga decumbens	Analgesic
542	Ajuga decumbens	Anticoagulant
543	Ajuga decumbens	Depurative
544	Ajuga decumbens	Febrifuge
545	Ajuga decumbens	Haemostatic
546	Ajuga decumbens	Miscellany
547	Ajuga reptans	Aromatic
548	Ajuga reptans	Astringent
549	Ajuga reptans	Bitter
550	Ajuga reptans	Homeopathy
551	Akebia quinata	Anodyne
552	Akebia quinata	Antiphlogistic
553	Akebia quinata	Bitter
554	Akebia quinata	Cancer
555	Akebia quinata	Contraceptive
556	Akebia quinata	Depurative
557	Akebia quinata	Diaphoretic
558	Akebia quinata	Diuretic
559	Akebia quinata	Emmenagogue
560	Akebia quinata	Febrifuge
561	Akebia quinata	Galactogogue
562	Akebia quinata	Laxative
563	Akebia quinata	Resolvent
564	Akebia quinata	Stimulant
565	Akebia quinata	Stomachic
566	Akebia quinata	Vulnerary
567	Akebia trifoliata	Analgesic
568	Akebia trifoliata	Antibacterial
569	Akebia trifoliata	Antifungal
570	Akebia trifoliata	Antiinflammatory
571	Akebia trifoliata	Antitumor
572	Akebia trifoliata	Blood tonic
573	Akebia trifoliata	Cardiotonic
574	Akebia trifoliata	Diuretic
575	Akebia trifoliata	Emmenagogue
576	Akebia trifoliata	Galactogogue
577	Alangium chinense	Blood tonic
578	Alangium chinense	Carminative
579	Alangium chinense	Contraceptive
580	Alangium platanifolium	Antirheumatic
581	Albizia julibrissin	Analgesic
582	Albizia julibrissin	Anthelmintic
583	Albizia julibrissin	Carminative
584	Albizia julibrissin	Digestive
585	Albizia julibrissin	Diuretic
586	Albizia julibrissin	Oxytoxic
587	Albizia julibrissin	Plaster
588	Albizia julibrissin	Sedative
589	Albizia julibrissin	Stimulant
590	Albizia julibrissin	Tonic
591	Albizia julibrissin	Vulnerary
592	Alcea rosea	Antiinflammatory
593	Alcea rosea	Astringent
594	Alcea rosea	Demulcent
595	Alcea rosea	Diuretic
596	Alcea rosea	Emollient
597	Alcea rosea	Febrifuge
598	Alchemilla alpina	Alterative
599	Alchemilla alpina	Antirheumatic
600	Alchemilla alpina	Astringent
601	Alchemilla alpina	Diuretic
602	Alchemilla alpina	Emmenagogue
603	Alchemilla alpina	Febrifuge
604	Alchemilla alpina	Sedative
605	Alchemilla alpina	Styptic
606	Alchemilla alpina	Tonic
607	Alchemilla alpina	Vulnerary
608	Alchemilla xanthochlora	Alterative
609	Alchemilla xanthochlora	Antirheumatic
610	Alchemilla xanthochlora	Astringent
611	Alchemilla xanthochlora	Diuretic
612	Alchemilla xanthochlora	Emmenagogue
613	Alchemilla xanthochlora	Febrifuge
614	Alchemilla xanthochlora	Sedative
615	Alchemilla xanthochlora	Styptic
616	Alchemilla xanthochlora	Tonic
617	Alchemilla xanthochlora	Vulnerary
618	Aletris farinosa	Antiinflammatory
619	Aletris farinosa	Bitter
620	Aletris farinosa	Diuretic
621	Aletris farinosa	Narcotic
622	Aletris farinosa	Tonic
623	Aletris spicata	Antitussive
624	Aletris spicata	Vermifuge
625	Aleurites fordii	Antibacterial
626	Aleurites fordii	Antiphlogistic
627	Aleurites fordii	Emetic
628	Aleurites fordii	Vermifuge
629	Alhagi mannifera	Diaphoretic
630	Alhagi mannifera	Diuretic
631	Alhagi mannifera	Expectorant
632	Alhagi mannifera	Laxative
633	Alhagi maurorum	Diaphoretic
634	Alhagi maurorum	Diuretic
635	Alhagi maurorum	Expectorant
636	Alhagi maurorum	Laxative
637	Alisma plantago-aquatica	Antibacterial
638	Alisma plantago-aquatica	Anticholesterolemic
639	Alisma plantago-aquatica	Astringent
640	Alisma plantago-aquatica	Contraceptive
641	Alisma plantago-aquatica	Diaphoretic
642	Alisma plantago-aquatica	Diuretic
643	Alisma plantago-aquatica	Hypoglycaemic
644	Alisma plantago-aquatica	Hypotensive
645	Alisma plantago-aquatica	Rubefacient
646	Alkanna tinctoria	Antibacterial
647	Alkanna tinctoria	Antipruritic
648	Alkanna tinctoria	Astringent
649	Alkanna tinctoria	Vulnerary
650	Alliaria petiolata	Antiasthmatic
651	Alliaria petiolata	Antiscorbutic
652	Alliaria petiolata	Antiseptic
653	Alliaria petiolata	Deobstruent
654	Alliaria petiolata	Diaphoretic
655	Alliaria petiolata	Sternutatory
656	Alliaria petiolata	Vermifuge
657	Alliaria petiolata	Vulnerary
658	Allium aflatunense	Antibiotic
659	Allium ampeloprasum	Anthelmintic
660	Allium ampeloprasum	Antiasthmatic
661	Allium ampeloprasum	Anticholesterolemic
662	Allium ampeloprasum	Antiseptic
663	Allium ampeloprasum	Antispasmodic
664	Allium ampeloprasum	Cholagogue
665	Allium ampeloprasum	Diaphoretic
666	Allium ampeloprasum	Diuretic
667	Allium ampeloprasum	Expectorant
668	Allium ampeloprasum	Febrifuge
669	Allium ampeloprasum	Stimulant
670	Allium ampeloprasum	Stings
671	Allium ampeloprasum	Stomachic
672	Allium ampeloprasum	Tonic
673	Allium ampeloprasum	Vasodilator
674	Allium ampeloprasum babbingtonii	Anthelmintic
675	Allium ampeloprasum babbingtonii	Antiasthmatic
676	Allium ampeloprasum babbingtonii	Anticholesterolemic
677	Allium ampeloprasum babbingtonii	Antiseptic
678	Allium ampeloprasum babbingtonii	Antispasmodic
679	Allium ampeloprasum babbingtonii	Cholagogue
680	Allium ampeloprasum babbingtonii	Diaphoretic
681	Allium ampeloprasum babbingtonii	Diuretic
682	Allium ampeloprasum babbingtonii	Expectorant
683	Allium ampeloprasum babbingtonii	Febrifuge
684	Allium ampeloprasum babbingtonii	Stimulant
685	Allium ampeloprasum babbingtonii	Stings
686	Allium ampeloprasum babbingtonii	Stomachic
687	Allium ampeloprasum babbingtonii	Tonic
688	Allium ampeloprasum babbingtonii	Vasodilator
689	Allium bisceptrum	Appetizer
690	Allium canadense	Antiasthmatic
691	Allium canadense	Carminative
692	Allium canadense	Cathartic
693	Allium canadense	Diuretic
694	Allium canadense	Expectorant
695	Allium canadense	Stimulant
696	Allium canadense mobilense	Antiasthmatic
697	Allium canadense mobilense	Carminative
698	Allium canadense mobilense	Cathartic
699	Allium canadense mobilense	Diuretic
700	Allium canadense mobilense	Expectorant
701	Allium canadense mobilense	Stimulant
702	Allium cepa	Anthelmintic
703	Allium cepa	Antiinflammatory
704	Allium cepa	Antiseptic
705	Allium cepa	Antispasmodic
706	Allium cepa	Carminative
707	Allium cepa	Diuretic
708	Allium cepa	Expectorant
709	Allium cepa	Febrifuge
710	Allium cepa	Homeopathy
711	Allium cepa	Hypoglycaemic
712	Allium cepa	Hypotensive
713	Allium cepa	Lithontripic
714	Allium cepa	Skin
715	Allium cepa	Stings
716	Allium cepa	Stomachic
717	Allium cepa	Tonic
718	Allium cepa aggregatum	Anthelmintic
719	Allium cepa aggregatum	Antiinflammatory
720	Allium cepa aggregatum	Antiseptic
721	Allium cepa aggregatum	Antispasmodic
722	Allium cepa aggregatum	Carminative
723	Allium cepa aggregatum	Diuretic
724	Allium cepa aggregatum	Expectorant
725	Allium cepa aggregatum	Febrifuge
726	Allium cepa aggregatum	Hypoglycaemic
727	Allium cepa aggregatum	Hypotensive
728	Allium cepa aggregatum	Lithontripic
729	Allium cepa aggregatum	Skin
730	Allium cepa aggregatum	Stomachic
731	Allium cepa aggregatum	Tonic
732	Allium cepa ascalonicum	Alterative
733	Allium cepa ascalonicum	Anthelmintic
734	Allium cepa ascalonicum	Antiinflammatory
735	Allium cepa ascalonicum	Antiseptic
736	Allium cepa ascalonicum	Antispasmodic
737	Allium cepa ascalonicum	Astringent
738	Allium cepa ascalonicum	Carminative
739	Allium cepa ascalonicum	Diuretic
740	Allium cepa ascalonicum	Expectorant
741	Allium cepa ascalonicum	Febrifuge
742	Allium cepa ascalonicum	Hypoglycaemic
743	Allium cepa ascalonicum	Hypotensive
744	Allium cepa ascalonicum	Lithontripic
745	Allium cepa ascalonicum	Nutritive
746	Allium cepa ascalonicum	Skin
747	Allium cepa ascalonicum	Stings
748	Allium cepa ascalonicum	Stomachic
749	Allium cepa ascalonicum	Tonic
750	Allium cepa ascalonicum	Vulnerary
751	Allium cepa proliferum	Anthelmintic
752	Allium cepa proliferum	Antiinflammatory
753	Allium cepa proliferum	Antiseptic
